group_id,Solar,Wind Offshore,Wind Onshore,totalRenewable,startTime,endTime,total,percentRenewable
27,0.0,365.0,532.25,897.25,202001020300,202001020400,8096.0,11
28,0.0,400.75,573.0,973.75,202001020400,202001020500,8036.0,12
29,0.0,435.5,636.0,1071.5,202001020500,202001020600,8458.0,13
30,0.0,468.5,663.5,1132.0,202001020600,202001020700,9309.0,12
31,35.5,494.5,678.25,1208.25,202001020700,202001020800,9906.0,12
32,138.25,514.25,721.5,1374.0,202001020800,202001020900,10134.0,14
33,247.25,540.75,809.5,1597.5,202001020900,202001021000,10503.0,15
34,307.5,550.5,888.25,1746.25,202001021000,202001021100,10739.0,16
35,295.75,562.75,957.25,1815.75,202001021100,202001021200,10732.0,17
36,226.5,600.0,1057.75,1884.25,202001021200,202001021300,10759.0,18
37,134.75,641.0,1172.0,1947.75,202001021300,202001021400,10866.0,18
38,56.0,689.75,1289.5,2035.25,202001021400,202001021500,10974.0,19
39,11.75,746.25,1468.25,2226.25,202001021500,202001021600,10968.0,20
40,0.0,781.5,1663.25,2444.75,202001021600,202001021700,11041.0,22
41,0.0,792.25,1835.75,2628.0,202001021700,202001021800,11098.0,24
42,0.0,795.0,1964.0,2759.0,202001021800,202001021900,10919.0,25
43,0.0,793.25,2080.0,2873.25,202001021900,202001022000,10498.0,27
44,0.0,792.25,2172.25,2964.5,202001022000,202001022100,9883.0,30
45,0.0,795.75,2217.75,3013.5,202001022100,202001022200,9168.0,33
46,0.0,801.25,2277.0,3078.25,202001022200,202001022300,8303.0,37
47,0.0,789.5,2035.75,2825.25,202001022300,202001030000,7695.0,37
48,0.0,791.0,2075.0,2866.0,202001030000,202001030100,7314.0,39
49,0.0,791.0,2095.25,2886.25,202001030100,202001030200,7206.0,40
50,0.0,791.75,2111.25,2903.0,202001030200,202001030300,6953.0,42
51,0.0,791.0,2121.0,2912.0,202001030300,202001030400,7029.0,41
52,0.0,791.0,2109.75,2900.75,202001030400,202001030500,7295.0,40
53,0.0,792.0,2089.0,2881.0,202001030500,202001030600,8332.0,35
54,0.0,791.0,2050.25,2841.25,202001030600,202001030700,9796.0,29
55,8.25,786.25,1987.5,2782.0,202001030700,202001030800,10313.0,27
56,33.0,769.5,1892.5,2695.0,202001030800,202001030900,10564.0,26
57,56.75,744.75,1733.25,2534.75,202001030900,202001031000,10621.0,24
58,74.5,743.5,1581.5,2399.5,202001031000,202001031100,10330.0,23
59,72.25,765.5,1564.0,2401.75,202001031100,202001031200,10353.0,23
60,58.5,782.25,1828.5,2669.25,202001031200,202001031300,10371.0,26
61,42.25,775.0,1974.5,2791.75,202001031300,202001031400,10302.0,27
62,20.5,760.0,1677.25,2457.75,202001031400,202001031500,10281.0,24
63,5.75,729.5,1402.0,2137.25,202001031500,202001031600,10430.0,20
64,0.0,698.0,1251.0,1949.0,202001031600,202001031700,10630.0,18
65,0.0,663.75,1107.75,1771.5,202001031700,202001031800,10612.0,17
66,0.0,649.0,1099.5,1748.5,202001031800,202001031900,10529.0,17
67,0.0,656.75,1116.25,1773.0,202001031900,202001032000,10137.0,17
68,0.0,684.75,1156.25,1841.0,202001032000,202001032100,9603.0,19
69,0.0,702.5,1251.5,1954.0,202001032100,202001032200,9073.0,22
70,0.0,729.0,1344.25,2073.25,202001032200,202001032300,8572.0,24
71,0.0,702.0,1191.75,1893.75,202001032300,202001040000,7740.0,24
72,0.0,736.25,1281.75,2018.0,202001040000,202001040100,7142.0,28
73,0.0,750.75,1354.75,2105.5,202001040100,202001040200,6875.0,31
74,0.0,761.5,1436.5,2198.0,202001040200,202001040300,6713.0,33
75,0.0,772.0,1518.75,2290.75,202001040300,202001040400,6744.0,34
76,0.0,771.0,1603.25,2374.25,202001040400,202001040500,6904.0,34
77,0.0,776.25,1668.75,2445.0,202001040500,202001040600,7150.0,34
78,0.0,783.0,1730.25,2513.25,202001040600,202001040700,7542.0,33
79,65.5,786.75,1779.0,2631.25,202001040700,202001040800,8191.0,32
80,212.75,784.25,1802.25,2799.25,202001040800,202001040900,8613.0,33
81,310.75,780.5,1793.5,2884.75,202001040900,202001041000,8941.0,32
82,357.0,777.0,1776.75,2910.75,202001041000,202001041100,9072.0,32
83,302.0,769.5,1716.5,2788.0,202001041100,202001041200,9106.0,31
84,199.0,746.75,1558.0,2503.75,202001041200,202001041300,9300.0,27
85,108.5,708.5,1387.25,2204.25,202001041300,202001041400,9370.0,24
86,40.0,667.75,1219.25,1927.0,202001041400,202001041500,9372.0,21
87,8.75,646.25,1137.25,1792.25,202001041500,202001041600,9245.0,19
88,0.0,640.0,1080.75,1720.75,202001041600,202001041700,9403.0,18
89,0.0,620.25,1029.0,1649.25,202001041700,202001041800,9542.0,17
90,0.0,564.25,915.0,1479.25,202001041800,202001041900,9398.0,16
91,0.0,489.0,759.75,1248.75,202001041900,202001042000,9172.0,14
92,0.0,427.25,610.0,1037.25,202001042000,202001042100,8821.0,12
93,0.0,357.75,504.5,862.25,202001042100,202001042200,8112.0,11
94,0.0,303.0,417.75,720.75,202001042200,202001042300,7619.0,9
95,0.0,130.0,136.75,266.75,202001042300,202001050000,8706.0,3
96,0.0,120.0,147.25,267.25,202001050000,202001050100,7961.0,3
97,0.0,115.5,167.25,282.75,202001050100,202001050200,7156.0,4
98,0.0,127.25,189.25,316.5,202001050200,202001050300,6745.0,5
99,0.0,163.0,244.0,407.0,202001050300,202001050400,6741.0,6
100,0.0,206.75,315.0,521.75,202001050400,202001050500,6864.0,8
101,0.0,253.5,375.75,629.25,202001050500,202001050600,6928.0,9
102,0.0,292.75,421.0,713.75,202001050600,202001050700,7526.0,9
103,49.5,359.75,468.25,877.5,202001050700,202001050800,7883.0,11
104,184.5,425.25,501.75,1111.5,202001050800,202001050900,8912.0,12
105,317.25,428.5,548.5,1294.25,202001050900,202001051000,9264.0,14
106,412.75,436.0,622.5,1471.25,202001051000,202001051100,8924.0,16
107,436.0,453.5,665.5,1555.0,202001051100,202001051200,9400.0,17
108,364.0,466.75,656.75,1487.5,202001051200,202001051300,9657.0,15
109,226.5,477.25,658.0,1361.75,202001051300,202001051400,9633.0,14
110,87.25,491.5,672.25,1251.0,202001051400,202001051500,9710.0,13
111,16.5,488.0,774.0,1278.5,202001051500,202001051600,9796.0,13
112,0.0,535.75,855.5,1391.25,202001051600,202001051700,10218.0,14
113,0.0,560.75,917.5,1478.25,202001051700,202001051800,10460.0,14
114,0.0,566.5,965.25,1531.75,202001051800,202001051900,10755.0,14
115,0.0,582.5,989.75,1572.25,202001051900,202001052000,10635.0,15
116,0.0,583.0,1023.75,1606.75,202001052000,202001052100,10471.0,15
117,0.0,551.25,1020.25,1571.5,202001052100,202001052200,9972.0,16
118,0.0,554.25,1001.0,1555.25,202001052200,202001052300,9793.0,16
119,0.0,475.5,898.0,1373.5,202001052300,202001060000,10278.0,13
120,0.0,489.0,881.75,1370.75,202001060000,202001060100,9847.0,14
121,0.0,505.5,855.75,1361.25,202001060100,202001060200,9518.0,14
122,0.0,518.5,854.0,1372.5,202001060200,202001060300,8979.0,15
123,0.0,551.0,877.5,1428.5,202001060300,202001060400,9229.0,15
124,0.0,583.25,868.0,1451.25,202001060400,202001060500,10508.0,14
125,0.0,571.25,803.0,1374.25,202001060500,202001060600,12689.0,11
126,0.0,558.75,794.0,1352.75,202001060600,202001060700,14047.0,10
127,60.75,625.75,837.5,1524.0,202001060700,202001060800,14271.0,11
128,229.0,627.25,871.75,1728.0,202001060800,202001060900,14256.0,12
129,393.0,598.0,883.0,1874.0,202001060900,202001061000,14559.0,13
130,512.25,587.75,859.25,1959.25,202001061000,202001061100,14627.0,13
131,569.75,580.25,855.75,2005.75,202001061100,202001061200,14827.0,14
132,515.0,592.5,891.5,1999.0,202001061200,202001061300,15082.0,13
133,322.0,613.5,944.5,1880.0,202001061300,202001061400,15114.0,12
134,114.5,658.25,1098.0,1870.75,202001061400,202001061500,14663.0,13
135,20.5,722.5,1296.75,2039.75,202001061500,202001061600,14658.0,14
136,0.0,775.5,1484.0,2259.5,202001061600,202001061700,14860.0,15
137,0.0,780.75,1577.5,2358.25,202001061700,202001061800,15174.0,16
138,0.0,770.0,1545.0,2315.0,202001061800,202001061900,14588.0,16
139,0.0,763.25,1583.0,2346.25,202001061900,202001062000,14007.0,17
140,0.0,767.0,1638.0,2405.0,202001062000,202001062100,13860.0,17
141,0.0,777.25,1691.5,2468.75,202001062100,202001062200,13614.0,18
142,0.0,778.5,1712.5,2491.0,202001062200,202001062300,13297.0,19
143,0.0,753.0,1487.5,2240.5,202001062300,202001070000,8732.0,26
144,0.0,752.0,1426.75,2178.75,202001070000,202001070100,8260.0,26
145,0.0,742.75,1330.5,2073.25,202001070100,202001070200,8078.0,26
146,0.0,726.5,1244.0,1970.5,202001070200,202001070300,7473.0,26
147,0.0,685.75,1114.25,1800.0,202001070300,202001070400,7612.0,24
148,0.0,590.5,948.75,1539.25,202001070400,202001070500,7863.0,20
149,0.0,471.0,764.25,1235.25,202001070500,202001070600,8656.0,14
150,0.0,374.5,632.5,1007.0,202001070600,202001070700,9543.0,11
151,193.75,328.5,558.75,1081.0,202001070700,202001070800,10231.0,11
152,653.5,355.0,522.75,1531.25,202001070800,202001070900,10399.0,15
153,867.5,431.5,567.5,1866.5,202001070900,202001071000,10528.0,18
154,785.5,487.0,686.75,1959.25,202001071000,202001071100,10679.0,18
155,600.25,521.5,796.75,1918.5,202001071100,202001071200,10505.0,18
156,360.25,575.25,913.0,1848.5,202001071200,202001071300,10511.0,18
157,162.5,643.0,1063.5,1869.0,202001071300,202001071400,10611.0,18
158,53.0,705.0,1212.25,1970.25,202001071400,202001071500,10992.0,18
159,9.5,754.25,1417.5,2181.25,202001071500,202001071600,11128.0,20
160,0.0,784.75,1657.25,2442.0,202001071600,202001071700,11143.0,22
161,0.0,794.25,1844.5,2638.75,202001071700,202001071800,10867.0,24
162,0.0,796.75,2013.25,2810.0,202001071800,202001071900,10208.0,28
163,0.0,794.75,2149.0,2943.75,202001071900,202001072000,9454.0,31
164,0.0,793.75,2221.25,3015.0,202001072000,202001072100,9046.0,33
165,0.0,796.75,2241.25,3038.0,202001072100,202001072200,8756.0,35
166,0.0,799.0,2262.75,3061.75,202001072200,202001072300,7862.0,39
167,0.0,806.5,2312.5,3119.0,202001072300,202001080000,7978.0,39
168,0.0,804.25,2286.5,3090.75,202001080000,202001080100,7616.0,41
169,0.0,802.25,2233.0,3035.25,202001080100,202001080200,7344.0,41
170,0.0,799.0,2159.25,2958.25,202001080200,202001080300,6965.0,42
171,0.0,790.75,2043.75,2834.5,202001080300,202001080400,6892.0,41
172,0.0,785.5,1898.75,2684.25,202001080400,202001080500,7215.0,37
173,0.0,777.5,1717.0,2494.5,202001080500,202001080600,7478.0,33
174,0.0,762.5,1537.0,2299.5,202001080600,202001080700,7855.0,29
175,10.0,740.75,1359.75,2110.5,202001080700,202001080800,8321.0,25
176,43.0,702.25,1222.25,1967.5,202001080800,202001080900,8671.0,23
177,96.0,643.25,1079.75,1819.0,202001080900,202001081000,8981.0,20
178,162.0,567.75,918.0,1647.75,202001081000,202001081100,9006.0,18
179,198.0,474.75,745.25,1418.0,202001081100,202001081200,9235.0,15
180,174.0,382.75,577.75,1134.5,202001081200,202001081300,9184.0,12
181,104.75,297.5,441.25,843.5,202001081300,202001081400,9196.0,9
182,40.25,239.25,327.0,606.5,202001081400,202001081500,9417.0,6
183,8.25,171.25,260.75,440.25,202001081500,202001081600,9617.0,5
184,0.0,117.75,201.25,319.0,202001081600,202001081700,9886.0,3
185,0.0,90.0,159.25,249.25,202001081700,202001081800,9860.0,3
186,0.0,81.75,136.5,218.25,202001081800,202001081900,9708.0,2
187,0.0,72.75,118.25,191.0,202001081900,202001082000,9297.0,2
188,0.0,62.75,102.75,165.5,202001082000,202001082100,8861.0,2
189,0.0,73.25,101.25,174.5,202001082100,202001082200,8694.0,2
190,0.0,95.5,137.25,232.75,202001082200,202001082300,8306.0,3
191,0.0,99.0,93.75,192.75,202001082300,202001090000,7318.0,3
192,0.0,155.0,219.75,374.75,202001090000,202001090100,6975.0,5
193,0.0,310.25,444.0,754.25,202001090100,202001090200,6774.0,11
194,0.0,531.5,781.0,1312.5,202001090200,202001090300,6768.0,19
195,0.0,682.75,1146.5,1829.25,202001090300,202001090400,6961.0,26
196,0.0,754.5,1463.75,2218.25,202001090400,202001090500,6855.0,32
197,0.0,782.0,1770.25,2552.25,202001090500,202001090600,7447.0,34
198,0.0,790.75,1986.25,2777.0,202001090600,202001090700,8339.0,33
199,10.25,794.0,2117.5,2921.75,202001090700,202001090800,8983.0,33
200,37.0,794.5,2184.0,3015.5,202001090800,202001090900,9260.0,33
201,66.0,792.75,2156.75,3015.5,202001090900,202001091000,9574.0,31
202,85.75,792.5,2137.5,3015.75,202001091000,202001091100,9754.0,31
203,84.5,791.0,2130.0,3005.5,202001091100,202001091200,9782.0,31
204,66.5,789.0,2044.0,2899.5,202001091200,202001091300,9789.0,30
205,42.25,787.0,1929.75,2759.0,202001091300,202001091400,9866.0,28
206,18.75,782.75,1825.5,2627.0,202001091400,202001091500,9925.0,26
207,4.5,770.25,1743.25,2518.0,202001091500,202001091600,9881.0,25
208,0.0,754.0,1628.25,2382.25,202001091600,202001091700,9972.0,24
209,0.0,747.75,1553.0,2300.75,202001091700,202001091800,9991.0,23
210,0.0,740.25,1579.75,2320.0,202001091800,202001091900,9858.0,24
211,0.0,737.5,1585.0,2322.5,202001091900,202001092000,9552.0,24
212,0.0,735.75,1554.25,2290.0,202001092000,202001092100,8961.0,26
213,0.0,741.75,1543.75,2285.5,202001092100,202001092200,8445.0,27
214,0.0,750.0,1437.0,2187.0,202001092200,202001092300,7838.0,28
215,0.0,777.0,1815.75,2592.75,202001092300,202001100000,7363.0,35
216,0.0,774.75,1797.5,2572.25,202001100000,202001100100,7086.0,36
217,0.0,764.0,1781.0,2545.0,202001100100,202001100200,6885.0,37
218,0.0,734.5,1716.5,2451.0,202001100200,202001100300,6620.0,37
219,0.0,707.0,1559.5,2266.5,202001100300,202001100400,6705.0,34
220,0.0,722.5,1423.5,2146.0,202001100400,202001100500,6904.0,31
221,0.0,717.5,1338.5,2056.0,202001100500,202001100600,7722.0,27
222,0.0,729.75,1326.5,2056.25,202001100600,202001100700,8892.0,23
223,56.5,752.0,1394.75,2203.25,202001100700,202001100800,9467.0,23
224,233.25,754.25,1515.0,2502.5,202001100800,202001100900,9851.0,25
225,491.25,739.75,1567.25,2798.25,202001100900,202001101000,9846.0,28
226,817.25,721.75,1631.75,3170.75,202001101000,202001101100,9546.0,33
227,1097.25,700.5,1655.0,3452.75,202001101100,202001101200,9636.0,36
228,1117.75,648.75,1522.75,3289.25,202001101200,202001101300,9638.0,34
229,796.75,577.25,1300.75,2674.75,202001101300,202001101400,9532.0,28
230,361.75,482.0,1053.0,1896.75,202001101400,202001101500,9440.0,20
231,103.5,356.5,786.5,1246.5,202001101500,202001101600,9582.0,13
232,0.0,257.25,570.25,827.5,202001101600,202001101700,9807.0,8
233,0.0,243.5,483.25,726.75,202001101700,202001101800,9727.0,7
234,0.0,284.25,541.5,825.75,202001101800,202001101900,9662.0,9
235,0.0,294.0,601.5,895.5,202001101900,202001102000,9388.0,10
236,0.0,321.0,636.0,957.0,202001102000,202001102100,8785.0,11
237,0.0,345.5,685.5,1031.0,202001102100,202001102200,8397.0,12
238,0.0,380.0,725.0,1105.0,202001102200,202001102300,8018.0,14
239,0.0,425.25,611.75,1037.0,202001102300,202001110000,7537.0,14
240,0.0,501.5,689.75,1191.25,202001110000,202001110100,7136.0,17
241,0.0,568.75,781.25,1350.0,202001110100,202001110200,6885.0,20
242,0.0,630.0,872.5,1502.5,202001110200,202001110300,6771.0,22
243,0.0,662.5,973.5,1636.0,202001110300,202001110400,6785.0,24
244,0.0,688.0,1059.5,1747.5,202001110400,202001110500,6894.0,25
245,0.0,705.25,1169.25,1874.5,202001110500,202001110600,7393.0,25
246,0.0,735.25,1344.25,2079.5,202001110600,202001110700,7898.0,26
247,74.25,761.75,1532.25,2368.25,202001110700,202001110800,8232.0,29
248,295.0,772.5,1708.0,2775.5,202001110800,202001110900,8411.0,33
249,544.25,774.75,1807.25,3126.25,202001110900,202001111000,8605.0,36
250,715.25,776.75,1884.5,3376.5,202001111000,202001111100,8642.0,39
251,725.5,779.0,1927.75,3432.25,202001111100,202001111200,8649.0,40
252,565.25,786.5,1970.0,3321.75,202001111200,202001111300,8750.0,38
253,334.75,796.0,2016.5,3147.25,202001111300,202001111400,8865.0,36
254,136.5,802.0,2064.25,3002.75,202001111400,202001111500,8869.0,34
255,33.0,803.75,2117.5,2954.25,202001111500,202001111600,8789.0,34
256,0.0,804.0,2178.5,2982.5,202001111600,202001111700,8990.0,33
257,0.0,806.25,2232.75,3039.0,202001111700,202001111800,9016.0,34
258,0.0,811.25,2301.5,3112.75,202001111800,202001111900,8785.0,35
259,0.0,813.0,2367.0,3180.0,202001111900,202001112000,8557.0,37
260,0.0,812.5,2369.5,3182.0,202001112000,202001112100,8173.0,39
261,0.0,810.5,2337.5,3148.0,202001112100,202001112200,7684.0,41
262,0.0,809.75,2327.0,3136.75,202001112200,202001112300,7249.0,43
263,0.0,810.5,2309.5,3120.0,202001112300,202001120000,6674.0,47
264,0.0,810.75,2300.0,3110.75,202001120000,202001120100,6326.0,49
265,0.0,810.0,2293.0,3103.0,202001120100,202001120200,6236.0,50
266,0.0,810.5,2292.75,3103.25,202001120200,202001120300,6272.0,49
267,0.0,813.0,2323.75,3136.75,202001120300,202001120400,6215.0,50
268,0.0,819.75,2375.0,3194.75,202001120400,202001120500,6217.0,51
269,0.0,824.0,2439.75,3263.75,202001120500,202001120600,6335.0,52
270,0.0,823.5,2484.25,3307.75,202001120600,202001120700,6551.0,50
271,35.75,823.25,2501.5,3360.5,202001120700,202001120800,6928.0,49
272,98.25,820.5,2543.75,3462.5,202001120800,202001120900,7703.0,45
273,117.5,820.25,2586.5,3524.25,202001120900,202001121000,8278.0,43
274,155.5,821.0,2618.25,3594.75,202001121000,202001121100,8531.0,42
275,249.5,820.0,2624.25,3693.75,202001121100,202001121200,8528.0,43
276,314.25,820.0,2629.5,3763.75,202001121200,202001121300,8374.0,45
277,243.75,819.75,2630.25,3693.75,202001121300,202001121400,8439.0,44
278,98.75,812.75,2500.25,3411.75,202001121400,202001121500,8602.0,40
279,15.5,795.0,2101.25,2911.75,202001121500,202001121600,8901.0,33
280,0.0,751.75,1638.75,2390.5,202001121600,202001121700,9285.0,26
281,0.0,671.0,1307.0,1978.0,202001121700,202001121800,9453.0,21
282,0.0,620.75,1156.5,1777.25,202001121800,202001121900,9297.0,19
283,0.0,565.5,1022.25,1587.75,202001121900,202001122000,8944.0,18
284,0.0,490.25,906.25,1396.5,202001122000,202001122100,8569.0,16
285,0.0,405.75,834.75,1240.5,202001122100,202001122200,8318.0,15
286,0.0,354.25,743.25,1097.5,202001122200,202001122300,7761.0,14
287,0.0,489.75,808.5,1298.25,202001122300,202001130000,7092.0,18
288,0.0,513.25,880.0,1393.25,202001130000,202001130100,7139.0,20
289,0.0,539.0,944.25,1483.25,202001130100,202001130200,7002.0,21
290,0.0,549.5,1002.0,1551.5,202001130200,202001130300,6881.0,23
291,0.0,557.0,1030.0,1587.0,202001130300,202001130400,6766.0,23
292,0.0,597.0,1055.0,1652.0,202001130400,202001130500,7097.0,23
293,0.0,653.5,1078.75,1732.25,202001130500,202001130600,7959.0,22
294,0.25,686.75,1115.75,1802.75,202001130600,202001130700,8619.0,21
295,60.25,696.25,1122.0,1878.5,202001130700,202001130800,9390.0,20
296,224.75,690.0,1158.75,2073.5,202001130800,202001130900,9691.0,21
297,419.75,663.75,1212.5,2296.0,202001130900,202001131000,9647.0,24
298,633.75,659.5,1258.0,2551.25,202001131000,202001131100,9732.0,26
299,818.5,686.0,1332.0,2836.5,202001131100,202001131200,9735.0,29
300,805.25,715.75,1391.5,2912.5,202001131200,202001131300,9722.0,30
301,554.75,741.25,1423.25,2719.25,202001131300,202001131400,9806.0,28
302,254.0,769.0,1500.75,2523.75,202001131400,202001131500,9835.0,26
303,73.75,787.0,1686.0,2546.75,202001131500,202001131600,9816.0,26
304,0.0,799.5,1937.75,2737.25,202001131600,202001131700,9980.0,27
305,0.0,807.5,2179.5,2987.0,202001131700,202001131800,10019.0,30
306,0.0,821.0,2398.0,3219.0,202001131800,202001131900,9949.0,32
307,0.0,830.75,2582.25,3413.0,202001131900,202001132000,9677.0,35
308,0.0,835.0,2705.5,3540.5,202001132000,202001132100,9337.0,38
309,0.0,836.5,2766.75,3603.25,202001132100,202001132200,9018.0,40
310,0.0,836.0,2830.75,3666.75,202001132200,202001132300,8581.0,43
311,0.0,836.75,2830.25,3667.0,202001132300,202001140000,8283.0,44
312,0.0,835.5,2848.25,3683.75,202001140000,202001140100,7999.0,46
313,0.0,834.0,2856.25,3690.25,202001140100,202001140200,7577.0,49
314,0.0,832.75,2842.75,3675.5,202001140200,202001140300,7055.0,52
315,0.0,824.0,2778.5,3602.5,202001140300,202001140400,7157.0,50
316,0.0,808.0,2662.5,3470.5,202001140400,202001140500,7445.0,47
317,0.0,782.75,2442.75,3225.5,202001140500,202001140600,7930.0,41
318,1.0,763.5,2134.75,2899.25,202001140600,202001140700,8534.0,34
319,26.75,749.5,1859.75,2636.0,202001140700,202001140800,8950.0,29
320,98.0,751.25,1656.5,2505.75,202001140800,202001140900,9185.0,27
321,186.0,751.25,1620.25,2557.5,202001140900,202001141000,9301.0,27
322,252.75,747.75,1659.0,2659.5,202001141000,202001141100,9491.0,28
323,242.25,754.0,1695.75,2692.0,202001141100,202001141200,9402.0,29
324,151.25,772.75,1835.5,2759.5,202001141200,202001141300,9613.0,29
325,65.0,791.75,2008.25,2865.0,202001141300,202001141400,9809.0,29
326,20.5,806.0,2243.25,3069.75,202001141400,202001141500,9881.0,31
327,2.75,820.75,2573.0,3396.5,202001141500,202001141600,9929.0,34
328,0.0,829.5,2818.5,3648.0,202001141600,202001141700,9989.0,37
329,0.0,834.5,2925.75,3760.25,202001141700,202001141800,9747.0,39
330,0.0,838.0,2967.25,3805.25,202001141800,202001141900,9203.0,41
331,0.0,839.5,2994.75,3834.25,202001141900,202001142000,8123.0,47
332,0.0,838.0,2994.5,3832.5,202001142000,202001142100,7782.0,49
333,0.0,837.25,2973.75,3811.0,202001142100,202001142200,7569.0,50
334,0.0,836.0,2955.25,3791.25,202001142200,202001142300,7278.0,52
335,0.0,835.5,2935.0,3770.5,202001142300,202001150000,6962.0,54
336,0.0,834.0,2920.75,3754.75,202001150000,202001150100,6579.0,57
337,0.0,833.5,2902.25,3735.75,202001150100,202001150200,6362.0,59
338,0.0,834.0,2884.75,3718.75,202001150200,202001150300,6139.0,61
339,0.0,833.5,2862.25,3695.75,202001150300,202001150400,6023.0,61
340,0.0,836.0,2830.75,3666.75,202001150400,202001150500,6248.0,59
341,0.0,836.5,2796.25,3632.75,202001150500,202001150600,6674.0,54
342,0.75,834.0,2769.25,3604.0,202001150600,202001150700,7123.0,51
343,74.75,830.5,2760.5,3665.75,202001150700,202001150800,7618.0,48
344,223.5,825.5,2752.75,3801.75,202001150800,202001150900,7939.0,48
345,258.25,823.5,2738.5,3820.25,202001150900,202001151000,8140.0,47
346,210.0,822.0,2702.5,3734.5,202001151000,202001151100,8185.0,46
347,145.25,809.0,2620.25,3574.5,202001151100,202001151200,8342.0,43
348,92.0,760.0,2353.25,3205.25,202001151200,202001151300,8346.0,38
349,53.0,636.0,1797.75,2486.75,202001151300,202001151400,8374.0,30
350,25.75,534.0,1297.25,1857.0,202001151400,202001151500,8482.0,22
351,5.75,658.25,1230.0,1894.0,202001151500,202001151600,8601.0,22
352,0.0,740.25,1330.25,2070.5,202001151600,202001151700,8668.0,24
353,0.0,772.0,1461.0,2233.0,202001151700,202001151800,8554.0,26
354,0.0,774.75,1565.0,2339.75,202001151800,202001151900,8475.0,28
355,0.0,767.25,1617.0,2384.25,202001151900,202001152000,8265.0,29
356,0.0,760.5,1621.0,2381.5,202001152000,202001152100,8193.0,29
357,0.0,762.75,1561.0,2323.75,202001152100,202001152200,8218.0,28
358,0.0,758.75,1512.0,2270.75,202001152200,202001152300,7842.0,29
359,0.0,723.25,1351.25,2074.5,202001152300,202001160000,7546.0,27
360,0.0,701.25,1293.75,1995.0,202001160000,202001160100,7384.0,27
361,0.0,675.75,1225.0,1900.75,202001160100,202001160200,7285.0,26
362,0.0,656.25,1166.5,1822.75,202001160200,202001160300,7347.0,25
363,0.0,642.0,1139.0,1781.0,202001160300,202001160400,7463.0,24
364,0.0,639.25,1092.25,1731.5,202001160400,202001160500,7413.0,23
365,0.0,628.75,1040.25,1669.0,202001160500,202001160600,8050.0,21
366,1.25,627.75,1029.0,1658.0,202001160600,202001160700,8314.0,20
367,86.5,632.5,1035.75,1754.75,202001160700,202001160800,8782.0,20
368,285.25,632.25,1041.0,1958.5,202001160800,202001160900,9205.0,21
369,460.0,622.75,1032.0,2114.75,202001160900,202001161000,9463.0,22
370,629.25,612.25,1050.5,2292.0,202001161000,202001161100,9667.0,24
371,734.0,630.25,1079.75,2444.0,202001161100,202001161200,9639.0,25
372,712.5,657.5,1216.25,2586.25,202001161200,202001161300,9739.0,27
373,571.75,690.0,1324.75,2586.5,202001161300,202001161400,9684.0,27
374,341.25,729.0,1433.75,2504.0,202001161400,202001161500,9731.0,26
375,121.0,758.5,1600.5,2480.0,202001161500,202001161600,9830.0,25
376,0.0,783.75,1785.25,2569.0,202001161600,202001161700,10104.0,25
377,0.0,795.25,1948.0,2743.25,202001161700,202001161800,10304.0,27
378,0.0,797.25,2066.0,2863.25,202001161800,202001161900,10101.0,28
379,0.0,794.75,2182.75,2977.5,202001161900,202001162000,10011.0,30
