group_id,Solar,Wind Onshore,totalRenewable,startTime,total,percentRenewable
345,282.75,96.25,379.0,202001150900,4151.75,9
346,335.5,106.75,442.25,202001151000,4205.5,11
347,338.0,124.25,462.25,202001151100,4219.25,11
348,285.0,145.75,430.75,202001151200,4148.75,10
349,178.0,171.5,349.5,202001151300,4118.5,8
350,58.0,202.0,260.0,202001151400,4049.25,6
351,1.5,224.75,226.25,202001151500,4003.5,6
352,0.0,235.75,235.75,202001151600,4028.25,6
353,0.0,226.5,226.5,202001151700,4034.5,6
354,0.0,201.75,201.75,202001151800,4023.25,5
355,0.0,158.0,158.0,202001151900,4000.0,4
356,0.0,108.75,108.75,202001152000,3987.0,3
357,0.0,89.0,89.0,202001152100,3882.75,2
358,0.0,56.25,56.25,202001152200,3846.0,1
359,0.0,16.0,16.0,202001152300,3873.5,0
360,0.0,9.5,9.5,202001160000,3878.25,0
361,0.0,6.5,6.5,202001160100,3781.5,0
362,0.0,3.5,3.5,202001160200,3793.75,0
363,0.0,1.0,1.0,202001160300,3869.75,0
364,0.0,1.0,1.0,202001160400,3963.5,0
365,9.25,0.5,9.75,202001160500,4036.0,0
366,32.5,1.5,34.0,202001160600,4055.5,1
367,59.75,2.0,61.75,202001160700,4104.0,2
368,93.5,0.75,94.25,202001160800,4163.0,2
369,128.25,0.0,128.25,202001160900,4185.25,3
370,138.25,0.5,138.75,202001161000,4211.25,3
371,121.25,1.0,122.25,202001161100,4386.25,3
372,95.25,1.0,96.25,202001161200,4350.0,2
373,70.75,1.0,71.75,202001161300,4301.25,2
374,43.75,0.0,43.75,202001161400,4227.0,1
375,12.0,0.0,12.0,202001161500,4213.75,0
376,0.0,0.75,0.75,202001161600,4229.75,0
377,0.0,0.0,0.0,202001161700,4232.75,0
378,0.0,0.0,0.0,202001161800,4209.0,0
379,0.0,0.0,0.0,202001161900,4215.75,0
380,0.0,1.0,1.0,202001162000,4217.5,0
381,0.0,3.75,3.75,202001162100,4209.0,0
382,0.0,5.0,5.0,202001162200,4178.5,0
383,0.0,1.5,1.5,202001162300,3948.5,0
384,0.0,4.25,4.25,202001170000,3988.25,0
385,0.0,12.0,12.0,202001170100,3888.5,0
