,Solar,Wind Onshore,startTime,endTime,totalRenewable,total,percentRenewable
47,,2456.0,202001022300,202001030000,2456.0,14038.0,17
48,,2481.0,202001030000,202001030100,2481.0,13852.0,18
49,,2525.0,202001030100,202001030200,2525.0,13745.0,18
50,,2567.0,202001030200,202001030300,2567.0,13782.0,19
51,,2583.0,202001030300,202001030400,2583.0,13863.0,19
52,,2603.0,202001030400,202001030500,2603.0,14202.0,18
53,,2651.0,202001030500,202001030600,2651.0,15704.0,17
54,,2727.0,202001030600,202001030700,2727.0,17212.0,16
55,,2820.0,202001030700,202001030800,2820.0,17891.0,16
56,,2926.0,202001030800,202001030900,2926.0,18360.0,16
57,,2982.0,202001030900,202001031000,2982.0,18375.0,16
58,,3050.0,202001031000,202001031100,3050.0,18381.0,17
59,,3180.0,202001031100,202001031200,3180.0,18335.0,17
60,,3336.0,202001031200,202001031300,3336.0,18191.0,18
61,,3481.0,202001031300,202001031400,3481.0,17875.0,19
62,,3622.0,202001031400,202001031500,3622.0,18008.0,20
63,,3726.0,202001031500,202001031600,3726.0,18858.0,20
64,,3784.0,202001031600,202001031700,3784.0,18972.0,20
65,,3811.0,202001031700,202001031800,3811.0,18674.0,20
66,,3725.0,202001031800,202001031900,3725.0,18427.0,20
67,,3583.0,202001031900,202001032000,3583.0,17696.0,20
68,,3505.0,202001032000,202001032100,3505.0,16781.0,21
69,,3537.0,202001032100,202001032200,3537.0,15619.0,23
70,,3630.0,202001032200,202001032300,3630.0,14852.0,24
71,,3833.0,202001032300,202001040000,3833.0,14764.0,26
72,,3972.0,202001040000,202001040100,3972.0,14354.0,28
73,,4089.0,202001040100,202001040200,4089.0,14225.0,29
74,,4233.0,202001040200,202001040300,4233.0,14368.0,29
75,,4338.0,202001040300,202001040400,4338.0,14458.0,30
76,,4410.0,202001040400,202001040500,4410.0,14531.0,30
77,,4505.0,202001040500,202001040600,4505.0,15184.0,30
78,,4595.0,202001040600,202001040700,4595.0,15988.0,29
79,,4679.0,202001040700,202001040800,4679.0,16563.0,28
80,,4776.0,202001040800,202001040900,4776.0,17366.0,28
81,,4860.0,202001040900,202001041000,4860.0,17573.0,28
82,,4897.0,202001041000,202001041100,4897.0,17733.0,28
83,,4884.0,202001041100,202001041200,4884.0,17665.0,28
84,,4809.0,202001041200,202001041300,4809.0,17636.0,27
85,,4685.0,202001041300,202001041400,4685.0,17568.0,27
86,,4540.0,202001041400,202001041500,4540.0,17507.0,26
87,,4420.0,202001041500,202001041600,4420.0,18164.0,24
88,,4330.0,202001041600,202001041700,4330.0,17995.0,24
89,,4269.0,202001041700,202001041800,4269.0,17752.0,24
90,,4289.0,202001041800,202001041900,4289.0,17571.0,24
91,,4333.0,202001041900,202001042000,4333.0,17392.0,25
92,,4367.0,202001042000,202001042100,4367.0,16603.0,26
93,,4358.0,202001042100,202001042200,4358.0,15993.0,27
94,,4327.0,202001042200,202001042300,4327.0,15065.0,29
95,,4347.0,202001042300,202001050000,4347.0,14946.0,29
96,,4229.0,202001050000,202001050100,4229.0,14885.0,28
97,,4044.0,202001050100,202001050200,4044.0,14902.0,27
98,,3834.0,202001050200,202001050300,3834.0,14831.0,26
99,,3593.0,202001050300,202001050400,3593.0,14677.0,24
100,,3349.0,202001050400,202001050500,3349.0,14477.0,23
101,,3107.0,202001050500,202001050600,3107.0,14345.0,22
102,,2836.0,202001050600,202001050700,2836.0,14138.0,20
103,,2527.0,202001050700,202001050800,2527.0,14321.0,18
104,,2191.0,202001050800,202001050900,2191.0,14954.0,15
105,,1885.0,202001050900,202001051000,1885.0,15567.0,12
106,,1647.0,202001051000,202001051100,1647.0,15408.0,11
107,,1430.0,202001051100,202001051200,1430.0,15361.0,9
108,,1280.0,202001051200,202001051300,1280.0,14961.0,9
109,,1206.0,202001051300,202001051400,1206.0,14554.0,8
110,,1202.0,202001051400,202001051500,1202.0,14711.0,8
111,,1233.0,202001051500,202001051600,1233.0,15620.0,8
112,,1256.0,202001051600,202001051700,1256.0,16115.0,8
113,,1291.0,202001051700,202001051800,1291.0,16668.0,8
114,,1356.0,202001051800,202001051900,1356.0,16463.0,8
115,,1435.0,202001051900,202001052000,1435.0,15493.0,9
116,,1508.0,202001052000,202001052100,1508.0,15166.0,10
117,,1623.0,202001052100,202001052200,1623.0,14666.0,11
118,,1774.0,202001052200,202001052300,1774.0,13844.0,13
119,,1661.0,202001052300,202001060000,1661.0,13621.0,12
120,,1712.0,202001060000,202001060100,1712.0,13324.0,13
121,,1769.0,202001060100,202001060200,1769.0,13381.0,13
122,,1831.0,202001060200,202001060300,1831.0,13441.0,14
123,,1894.0,202001060300,202001060400,1894.0,13491.0,14
124,,1942.0,202001060400,202001060500,1942.0,13543.0,14
125,,1987.0,202001060500,202001060600,1987.0,14458.0,14
126,,1997.0,202001060600,202001060700,1997.0,15474.0,13
127,,1978.0,202001060700,202001060800,1978.0,15625.0,13
128,,1936.0,202001060800,202001060900,1936.0,15716.0,12
129,,1835.0,202001060900,202001061000,1835.0,15873.0,12
130,,1703.0,202001061000,202001061100,1703.0,15598.0,11
131,,1569.0,202001061100,202001061200,1569.0,15104.0,10
132,,1444.0,202001061200,202001061300,1444.0,14967.0,10
133,,1351.0,202001061300,202001061400,1351.0,14627.0,9
134,,1287.0,202001061400,202001061500,1287.0,14796.0,9
135,,1257.0,202001061500,202001061600,1257.0,15868.0,8
136,,1245.0,202001061600,202001061700,1245.0,16356.0,8
137,,1239.0,202001061700,202001061800,1239.0,16424.0,8
138,,1224.0,202001061800,202001061900,1224.0,16492.0,7
139,,1195.0,202001061900,202001062000,1195.0,15879.0,8
140,,1155.0,202001062000,202001062100,1155.0,15220.0,8
141,,1109.0,202001062100,202001062200,1109.0,14811.0,7
142,,1068.0,202001062200,202001062300,1068.0,14022.0,8
143,,904.0,202001062300,202001070000,904.0,13949.0,6
144,,890.0,202001070000,202001070100,890.0,13579.0,7
145,,883.0,202001070100,202001070200,883.0,13444.0,7
146,,864.0,202001070200,202001070300,864.0,13522.0,6
147,,840.0,202001070300,202001070400,840.0,13970.0,6
148,,825.0,202001070400,202001070500,825.0,14635.0,6
149,,815.0,202001070500,202001070600,815.0,17049.0,5
150,,798.0,202001070600,202001070700,798.0,18938.0,4
151,,778.0,202001070700,202001070800,778.0,19086.0,4
152,,718.0,202001070800,202001070900,718.0,19348.0,4
153,,595.0,202001070900,202001071000,595.0,19250.0,3
154,,477.0,202001071000,202001071100,477.0,19389.0,2
155,,397.0,202001071100,202001071200,397.0,19398.0,2
156,,413.0,202001071200,202001071300,413.0,19447.0,2
157,,502.0,202001071300,202001071400,502.0,19263.0,3
158,,623.0,202001071400,202001071500,623.0,19426.0,3
159,,756.0,202001071500,202001071600,756.0,20506.0,4
160,,877.0,202001071600,202001071700,877.0,20370.0,4
161,,977.0,202001071700,202001071800,977.0,20157.0,5
162,,1036.0,202001071800,202001071900,1036.0,20074.0,5
163,,1075.0,202001071900,202001072000,1075.0,19340.0,6
164,,1121.0,202001072000,202001072100,1121.0,17771.0,6
165,,1220.0,202001072100,202001072200,1220.0,16255.0,8
166,,1358.0,202001072200,202001072300,1358.0,15105.0,9
167,,1589.0,202001072300,202001080000,1589.0,15102.0,11
168,,1824.0,202001080000,202001080100,1824.0,15208.0,12
169,,2083.0,202001080100,202001080200,2083.0,15197.0,14
170,,2341.0,202001080200,202001080300,2341.0,15408.0,15
171,,2584.0,202001080300,202001080400,2584.0,15652.0,17
172,,2819.0,202001080400,202001080500,2819.0,16169.0,17
173,,3073.0,202001080500,202001080600,3073.0,18284.0,17
174,,3290.0,202001080600,202001080700,3290.0,20371.0,16
175,,3456.0,202001080700,202001080800,3456.0,21035.0,16
176,,3560.0,202001080800,202001080900,3560.0,21128.0,17
177,,3512.0,202001080900,202001081000,3512.0,21016.0,17
178,,3419.0,202001081000,202001081100,3419.0,21254.0,16
179,,3324.0,202001081100,202001081200,3324.0,21389.0,16
180,,3218.0,202001081200,202001081300,3218.0,21266.0,15
181,,3146.0,202001081300,202001081400,3146.0,21096.0,15
182,,3093.0,202001081400,202001081500,3093.0,21094.0,15
183,,3000.0,202001081500,202001081600,3000.0,21710.0,14
184,,2866.0,202001081600,202001081700,2866.0,21752.0,13
185,,2726.0,202001081700,202001081800,2726.0,21646.0,13
186,,2567.0,202001081800,202001081900,2567.0,21115.0,12
187,,2394.0,202001081900,202001082000,2394.0,20233.0,12
188,,2195.0,202001082000,202001082100,2195.0,18614.0,12
189,,1973.0,202001082100,202001082200,1973.0,16790.0,12
190,,1742.0,202001082200,202001082300,1742.0,15817.0,11
191,,2105.0,202001082300,202001090000,2105.0,15519.0,14
192,,1851.0,202001090000,202001090100,1851.0,15404.0,12
193,,1593.0,202001090100,202001090200,1593.0,15086.0,11
194,,1342.0,202001090200,202001090300,1342.0,14931.0,9
195,,1138.0,202001090300,202001090400,1138.0,14677.0,8
196,,976.0,202001090400,202001090500,976.0,15233.0,6
197,,844.0,202001090500,202001090600,844.0,17673.0,5
198,,763.0,202001090600,202001090700,763.0,20288.0,4
199,,715.0,202001090700,202001090800,715.0,20915.0,3
200,,676.0,202001090800,202001090900,676.0,21278.0,3
201,,659.0,202001090900,202001091000,659.0,21068.0,3
202,,666.0,202001091000,202001091100,666.0,21341.0,3
203,,693.0,202001091100,202001091200,693.0,21425.0,3
204,,826.0,202001091200,202001091300,826.0,21495.0,4
205,,1056.0,202001091300,202001091400,1056.0,21234.0,5
206,,1333.0,202001091400,202001091500,1333.0,21304.0,6
207,,1638.0,202001091500,202001091600,1638.0,21553.0,8
208,,1950.0,202001091600,202001091700,1950.0,21537.0,9
209,,2240.0,202001091700,202001091800,2240.0,21117.0,11
210,,2409.0,202001091800,202001091900,2409.0,20936.0,12
211,,2479.0,202001091900,202001092000,2479.0,20199.0,12
212,,2508.0,202001092000,202001092100,2508.0,18610.0,13
213,,2478.0,202001092100,202001092200,2478.0,16765.0,15
214,,2401.0,202001092200,202001092300,2401.0,15683.0,15
215,,2587.0,202001092300,202001100000,2587.0,16066.0,16
216,,2480.0,202001100000,202001100100,2480.0,15940.0,16
217,,2374.0,202001100100,202001100200,2374.0,15831.0,15
218,,2268.0,202001100200,202001100300,2268.0,15721.0,14
219,,2181.0,202001100300,202001100400,2181.0,15678.0,14
220,,2127.0,202001100400,202001100500,2127.0,16077.0,13
221,,2116.0,202001100500,202001100600,2116.0,18097.0,12
222,,2248.0,202001100600,202001100700,2248.0,19732.0,11
223,,2461.0,202001100700,202001100800,2461.0,20347.0,12
224,,2685.0,202001100800,202001100900,2685.0,20585.0,13
225,,2852.0,202001100900,202001101000,2852.0,20588.0,14
226,,2967.0,202001101000,202001101100,2967.0,20765.0,14
227,,3069.0,202001101100,202001101200,3069.0,20791.0,15
228,,3185.0,202001101200,202001101300,3185.0,20789.0,15
229,,3290.0,202001101300,202001101400,3290.0,20602.0,16
230,,3371.0,202001101400,202001101500,3371.0,20663.0,16
231,,3424.0,202001101500,202001101600,3424.0,21231.0,16
232,,3464.0,202001101600,202001101700,3464.0,21188.0,16
233,,3533.0,202001101700,202001101800,3533.0,20989.0,17
234,,3640.0,202001101800,202001101900,3640.0,20799.0,18
235,,3755.0,202001101900,202001102000,3755.0,20036.0,19
236,,3852.0,202001102000,202001102100,3852.0,18866.0,20
237,,3840.0,202001102100,202001102200,3840.0,17815.0,22
238,,3788.0,202001102200,202001102300,3788.0,17320.0,22
239,,2752.0,202001102300,202001110000,2752.0,15645.0,18
240,,2757.0,202001110000,202001110100,2757.0,15335.0,18
241,,2723.0,202001110100,202001110200,2723.0,15081.0,18
242,,2676.0,202001110200,202001110300,2676.0,15030.0,18
243,,2527.0,202001110300,202001110400,2527.0,15034.0,17
244,,2337.0,202001110400,202001110500,2337.0,15234.0,15
245,,2147.0,202001110500,202001110600,2147.0,15743.0,14
246,,2004.0,202001110600,202001110700,2004.0,16402.0,12
247,,1872.0,202001110700,202001110800,1872.0,17266.0,11
248,,1748.0,202001110800,202001110900,1748.0,18078.0,10
249,,1622.0,202001110900,202001111000,1622.0,18411.0,9
250,,1488.0,202001111000,202001111100,1488.0,18540.0,8
251,,1311.0,202001111100,202001111200,1311.0,18442.0,7
252,,1142.0,202001111200,202001111300,1142.0,18169.0,6
253,,1002.0,202001111300,202001111400,1002.0,17801.0,6
254,,917.0,202001111400,202001111500,917.0,17810.0,5
255,,974.0,202001111500,202001111600,974.0,18621.0,5
256,,1156.0,202001111600,202001111700,1156.0,18794.0,6
257,,1376.0,202001111700,202001111800,1376.0,18521.0,7
258,,1611.0,202001111800,202001111900,1611.0,17563.0,9
259,,1851.0,202001111900,202001112000,1851.0,16980.0,11
260,,2077.0,202001112000,202001112100,2077.0,15719.0,13
261,,2266.0,202001112100,202001112200,2266.0,15479.0,15
262,,2442.0,202001112200,202001112300,2442.0,15106.0,16
263,,2742.0,202001112300,202001120000,2742.0,14126.0,19
264,,2897.0,202001120000,202001120100,2897.0,14128.0,21
265,,3047.0,202001120100,202001120200,3047.0,14052.0,22
266,,3183.0,202001120200,202001120300,3183.0,14173.0,22
267,,3308.0,202001120300,202001120400,3308.0,14297.0,23
268,,3421.0,202001120400,202001120500,3421.0,14404.0,24
269,,3525.0,202001120500,202001120600,3525.0,14643.0,24
270,,3599.0,202001120600,202001120700,3599.0,14805.0,24
271,,3633.0,202001120700,202001120800,3633.0,15180.0,24
272,,3624.0,202001120800,202001120900,3624.0,15978.0,23
273,,3492.0,202001120900,202001121000,3492.0,16256.0,21
274,,3361.0,202001121000,202001121100,3361.0,16091.0,21
275,,3264.0,202001121100,202001121200,3264.0,15609.0,21
276,,3310.0,202001121200,202001121300,3310.0,15523.0,21
277,,3456.0,202001121300,202001121400,3456.0,15540.0,22
278,,3616.0,202001121400,202001121500,3616.0,15643.0,23
279,,3792.0,202001121500,202001121600,3792.0,16595.0,23
280,,3960.0,202001121600,202001121700,3960.0,17206.0,23
281,,4109.0,202001121700,202001121800,4109.0,17169.0,24
282,,4226.0,202001121800,202001121900,4226.0,17137.0,25
283,,4317.0,202001121900,202001122000,4317.0,16825.0,26
284,,4388.0,202001122000,202001122100,4388.0,16105.0,27
285,,4412.0,202001122100,202001122200,4412.0,15953.0,28
286,,4392.0,202001122200,202001122300,4392.0,15570.0,28
287,,4164.0,202001122300,202001130000,4164.0,15423.0,27
288,,4091.0,202001130000,202001130100,4091.0,15359.0,27
289,,3945.0,202001130100,202001130200,3945.0,15210.0,26
290,,3731.0,202001130200,202001130300,3731.0,15035.0,25
291,,3438.0,202001130300,202001130400,3438.0,15076.0,23
292,,3130.0,202001130400,202001130500,3130.0,15664.0,20
293,,2837.0,202001130500,202001130600,2837.0,17957.0,16
294,,2579.0,202001130600,202001130700,2579.0,20511.0,13
295,,2345.0,202001130700,202001130800,2345.0,20827.0,11
296,,2131.0,202001130800,202001130900,2131.0,20747.0,10
297,,1904.0,202001130900,202001131000,1904.0,20821.0,9
298,,1680.0,202001131000,202001131100,1680.0,20858.0,8
299,,1434.0,202001131100,202001131200,1434.0,20812.0,7
300,,1193.0,202001131200,202001131300,1193.0,20893.0,6
301,,1023.0,202001131300,202001131400,1023.0,20533.0,5
302,,926.0,202001131400,202001131500,926.0,20508.0,5
303,,943.0,202001131500,202001131600,943.0,21085.0,4
304,,1030.0,202001131600,202001131700,1030.0,21271.0,5
305,,1123.0,202001131700,202001131800,1123.0,20875.0,5
306,,1175.0,202001131800,202001131900,1175.0,20770.0,6
307,,1176.0,202001131900,202001132000,1176.0,20126.0,6
308,,1154.0,202001132000,202001132100,1154.0,18753.0,6
309,,1124.0,202001132100,202001132200,1124.0,17012.0,7
310,,1118.0,202001132200,202001132300,1118.0,15986.0,7
311,,1286.0,202001132300,202001140000,1286.0,15166.0,8
312,,1409.0,202001140000,202001140100,1409.0,15076.0,9
313,,1629.0,202001140100,202001140200,1629.0,15505.0,11
314,,1866.0,202001140200,202001140300,1866.0,15615.0,12
315,,2153.0,202001140300,202001140400,2153.0,15794.0,14
316,,2456.0,202001140400,202001140500,2456.0,16185.0,15
317,,2765.0,202001140500,202001140600,2765.0,18448.0,15
318,,3062.0,202001140600,202001140700,3062.0,20738.0,15
319,,3315.0,202001140700,202001140800,3315.0,21224.0,16
320,,3505.0,202001140800,202001140900,3505.0,21321.0,16
321,,3580.0,202001140900,202001141000,3580.0,21153.0,17
322,,3594.0,202001141000,202001141100,3594.0,21232.0,17
323,,3627.0,202001141100,202001141200,3627.0,21159.0,17
324,,3734.0,202001141200,202001141300,3734.0,21163.0,18
325,,3875.0,202001141300,202001141400,3875.0,20887.0,19
326,,3991.0,202001141400,202001141500,3991.0,20857.0,19
327,,4036.0,202001141500,202001141600,4036.0,21505.0,19
328,,4028.0,202001141600,202001141700,4028.0,21649.0,19
329,,4000.0,202001141700,202001141800,4000.0,21346.0,19
330,,3984.0,202001141800,202001141900,3984.0,21097.0,19
331,,3981.0,202001141900,202001142000,3981.0,20617.0,19
332,,3984.0,202001142000,202001142100,3984.0,19551.0,20
333,,4006.0,202001142100,202001142200,4006.0,18251.0,22
334,,4063.0,202001142200,202001142300,4063.0,17643.0,23
335,,4299.0,202001142300,202001150000,4299.0,17310.0,25
336,,4358.0,202001150000,202001150100,4358.0,16753.0,26
337,,4404.0,202001150100,202001150200,4404.0,16844.0,26
338,,4433.0,202001150200,202001150300,4433.0,16909.0,26
339,,4428.0,202001150300,202001150400,4428.0,17118.0,26
340,,4403.0,202001150400,202001150500,4403.0,17670.0,25
341,,4370.0,202001150500,202001150600,4370.0,19090.0,23
342,,4321.0,202001150600,202001150700,4321.0,20866.0,21
343,,4247.0,202001150700,202001150800,4247.0,21128.0,20
344,,4144.0,202001150800,202001150900,4144.0,21039.0,20
345,,3944.0,202001150900,202001151000,3944.0,20754.0,19
346,,3707.0,202001151000,202001151100,3707.0,20659.0,18
347,,3500.0,202001151100,202001151200,3500.0,20515.0,17
348,,3411.0,202001151200,202001151300,3411.0,20552.0,17
349,,3426.0,202001151300,202001151400,3426.0,20267.0,17
350,,3511.0,202001151400,202001151500,3511.0,20338.0,17
351,,3662.0,202001151500,202001151600,3662.0,21027.0,17
352,,3819.0,202001151600,202001151700,3819.0,21190.0,18
353,,3965.0,202001151700,202001151800,3965.0,20951.0,19
354,,4064.0,202001151800,202001151900,4064.0,20671.0,20
355,,4125.0,202001151900,202001152000,4125.0,20004.0,21
356,,4149.0,202001152000,202001152100,4149.0,19016.0,22
357,,4071.0,202001152100,202001152200,4071.0,18003.0,23
358,,3919.0,202001152200,202001152300,3919.0,17368.0,23
359,,3893.0,202001152300,202001160000,3893.0,16691.0,23
360,,3643.0,202001160000,202001160100,3643.0,16437.0,22
361,,3355.0,202001160100,202001160200,3355.0,16145.0,21
362,,3083.0,202001160200,202001160300,3083.0,15969.0,19
363,,2859.0,202001160300,202001160400,2859.0,16006.0,18
364,,2695.0,202001160400,202001160500,2695.0,16503.0,16
365,,2557.0,202001160500,202001160600,2557.0,18462.0,14
366,,2393.0,202001160600,202001160700,2393.0,20608.0,12
367,,2188.0,202001160700,202001160800,2188.0,20931.0,10
368,,1956.0,202001160800,202001160900,1956.0,20912.0,9
369,,1724.0,202001160900,202001161000,1724.0,20464.0,8
370,,1594.0,202001161000,202001161100,1594.0,20411.0,8
371,,1465.0,202001161100,202001161200,1465.0,20363.0,7
372,,1250.0,202001161200,202001161300,1250.0,20337.0,6
373,,1031.0,202001161300,202001161400,1031.0,20105.0,5
374,,869.0,202001161400,202001161500,869.0,20062.0,4
375,,815.0,202001161500,202001161600,815.0,20626.0,4
376,,825.0,202001161600,202001161700,825.0,20837.0,4
377,,845.0,202001161700,202001161800,845.0,20725.0,4
378,,865.0,202001161800,202001161900,865.0,20492.0,4
379,,876.0,202001161900,202001162000,876.0,19702.0,4
380,,889.0,202001162000,202001162100,889.0,18524.0,5
381,,927.0,202001162100,202001162200,927.0,16789.0,6
382,,986.0,202001162200,202001162300,986.0,15781.0,6
383,,1287.0,202001162300,202001170000,1287.0,15015.0,9
384,,1418.0,202001170000,202001170100,1418.0,15074.0,9
385,,1565.0,202001170100,202001170200,1565.0,15154.0,10
386,,1696.0,202001170200,202001170300,1696.0,15236.0,11
387,,1810.0,202001170300,202001170400,1810.0,15341.0,12
388,,1906.0,202001170400,202001170500,1906.0,15846.0,12
389,,1982.0,202001170500,202001170600,1982.0,17857.0,11
390,,2023.0,202001170600,202001170700,2023.0,20077.0,10
391,,2034.0,202001170700,202001170800,2034.0,20693.0,10
392,,1993.0,202001170800,202001170900,1993.0,20791.0,10
393,,1842.0,202001170900,202001171000,1842.0,20598.0,9
394,,1643.0,202001171000,202001171100,1643.0,20690.0,8
395,,1541.0,202001171100,202001171200,1541.0,20659.0,7
396,,1733.0,202001171200,202001171300,1733.0,20530.0,8
397,,2104.0,202001171300,202001171400,2104.0,19963.0,11
398,,2527.0,202001171400,202001171500,2527.0,19938.0,13
399,,2869.0,202001171500,202001171600,2869.0,20734.0,14
400,,3099.0,202001171600,202001171700,3099.0,21139.0,15
401,,3238.0,202001171700,202001171800,3238.0,21018.0,15
402,,3199.0,202001171800,202001171900,3199.0,20803.0,15
403,,3068.0,202001171900,202001172000,3068.0,20080.0,15
404,,2914.0,202001172000,202001172100,2914.0,18530.0,16
405,,2768.0,202001172100,202001172200,2768.0,16977.0,16
406,,2636.0,202001172200,202001172300,2636.0,16136.0,16
407,,2766.0,202001172300,202001180000,2766.0,15994.0,17
408,,2653.0,202001180000,202001180100,2653.0,15885.0,17
409,,2536.0,202001180100,202001180200,2536.0,15570.0,16
410,,2414.0,202001180200,202001180300,2414.0,15465.0,16
411,,2301.0,202001180300,202001180400,2301.0,15523.0,15
412,,2206.0,202001180400,202001180500,2206.0,15708.0,14
413,,2128.0,202001180500,202001180600,2128.0,16162.0,13
414,,2046.0,202001180600,202001180700,2046.0,16655.0,12
415,,1922.0,202001180700,202001180800,1922.0,17076.0,11
416,,1765.0,202001180800,202001180900,1765.0,17540.0,10
417,,1599.0,202001180900,202001181000,1599.0,17788.0,9
418,,1441.0,202001181000,202001181100,1441.0,18064.0,8
419,,1297.0,202001181100,202001181200,1297.0,18044.0,7
420,,1162.0,202001181200,202001181300,1162.0,17875.0,7
421,,1054.0,202001181300,202001181400,1054.0,17428.0,6
422,,1004.0,202001181400,202001181500,1004.0,17329.0,6
423,,1010.0,202001181500,202001181600,1010.0,17892.0,6
424,,1044.0,202001181600,202001181700,1044.0,18039.0,6
425,,1083.0,202001181700,202001181800,1083.0,17853.0,6
426,,1112.0,202001181800,202001181900,1112.0,17561.0,6
427,,1125.0,202001181900,202001182000,1125.0,17063.0,7
428,,1121.0,202001182000,202001182100,1121.0,16123.0,7
429,,1089.0,202001182100,202001182200,1089.0,15246.0,7
430,,1043.0,202001182200,202001182300,1043.0,14611.0,7
431,,1008.0,202001182300,202001190000,1008.0,14030.0,7
432,,931.0,202001190000,202001190100,931.0,13982.0,7
433,,850.0,202001190100,202001190200,850.0,13805.0,6
434,,768.0,202001190200,202001190300,768.0,13612.0,6
435,,709.0,202001190300,202001190400,709.0,13450.0,5
436,,677.0,202001190400,202001190500,677.0,13385.0,5
437,,660.0,202001190500,202001190600,660.0,13461.0,5
438,,648.0,202001190600,202001190700,648.0,13603.0,5
439,,632.0,202001190700,202001190800,632.0,14010.0,5
440,,615.0,202001190800,202001190900,615.0,14807.0,4
441,,599.0,202001190900,202001191000,599.0,15334.0,4
442,,591.0,202001191000,202001191100,591.0,15520.0,4
443,,584.0,202001191100,202001191200,584.0,15498.0,4
444,,559.0,202001191200,202001191300,559.0,15459.0,4
445,,493.0,202001191300,202001191400,493.0,15260.0,3
446,,428.0,202001191400,202001191500,428.0,15140.0,3
447,,432.0,202001191500,202001191600,432.0,16249.0,3
448,,473.0,202001191600,202001191700,473.0,16751.0,3
449,,510.0,202001191700,202001191800,510.0,16929.0,3
450,,521.0,202001191800,202001191900,521.0,16981.0,3
451,,512.0,202001191900,202001192000,512.0,16492.0,3
452,,496.0,202001192000,202001192100,496.0,15726.0,3
453,,483.0,202001192100,202001192200,483.0,14979.0,3
454,,470.0,202001192200,202001192300,470.0,14334.0,3
455,,472.0,202001192300,202001200000,472.0,14176.0,3
456,,473.0,202001200000,202001200100,473.0,14103.0,3
457,,493.0,202001200100,202001200200,493.0,13977.0,4
458,,522.0,202001200200,202001200300,522.0,14032.0,4
459,,561.0,202001200300,202001200400,561.0,14216.0,4
460,,592.0,202001200400,202001200500,592.0,15112.0,4
461,,626.0,202001200500,202001200600,626.0,17575.0,4
462,,671.0,202001200600,202001200700,671.0,19493.0,3
463,,725.0,202001200700,202001200800,725.0,20332.0,4
464,,783.0,202001200800,202001200900,783.0,20297.0,4
465,,862.0,202001200900,202001201000,862.0,20182.0,4
466,,962.0,202001201000,202001201100,962.0,20302.0,5
467,,1074.0,202001201100,202001201200,1074.0,20196.0,5
468,,1222.0,202001201200,202001201300,1222.0,20273.0,6
