,Biomass,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Waste,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS
31676,0.0,209.0,245.0,3504.0,11232.0,0.0,35.0,44.0,744.0,202308122000,202308122100,15804.0,744.0,209.0,16013.0,99,5
31677,0.0,222.0,252.0,3476.0,10746.0,0.0,35.0,43.0,679.0,202308122100,202308122200,15231.0,679.0,222.0,15453.0,99,4
31678,0.0,221.0,179.0,3495.0,10639.0,0.0,35.0,44.0,624.0,202308122200,202308122300,15016.0,624.0,221.0,15237.0,99,4
31679,0.0,210.0,178.0,3479.0,10862.0,0.0,34.0,41.0,542.0,202308122300,202308130000,15136.0,542.0,210.0,15346.0,99,4
31680,0.0,208.0,178.0,3463.0,10649.0,0.0,34.0,41.0,494.0,202308130000,202308130100,14859.0,494.0,208.0,15067.0,99,3
31681,0.0,218.0,165.0,3450.0,9702.0,0.0,34.0,42.0,517.0,202308130100,202308130200,13910.0,517.0,218.0,14128.0,98,4
31682,0.0,219.0,161.0,3409.0,9419.0,0.0,34.0,42.0,612.0,202308130200,202308130300,13677.0,612.0,219.0,13896.0,98,4
31683,0.0,218.0,174.0,3383.0,9847.0,0.0,34.0,42.0,773.0,202308130300,202308130400,14253.0,773.0,218.0,14471.0,98,5
31684,0.0,220.0,174.0,3397.0,10230.0,0.0,34.0,42.0,825.0,202308130400,202308130500,14702.0,825.0,220.0,14922.0,99,6
31685,0.0,223.0,87.0,3406.0,10071.0,0.0,34.0,42.0,798.0,202308130500,202308130600,14438.0,798.0,223.0,14661.0,98,5
31686,0.0,208.0,13.0,3391.0,9743.0,0.0,34.0,43.0,741.0,202308130600,202308130700,13965.0,741.0,208.0,14173.0,99,5
31687,0.0,212.0,13.0,3330.0,8933.0,0.0,35.0,44.0,687.0,202308130700,202308130800,13042.0,687.0,212.0,13254.0,98,5
31688,0.0,220.0,13.0,3306.0,7569.0,0.0,35.0,44.0,682.0,202308130800,202308130900,11649.0,682.0,220.0,11869.0,98,6
31689,0.0,223.0,13.0,3283.0,6470.0,0.0,35.0,45.0,650.0,202308130900,202308131000,10496.0,650.0,223.0,10719.0,98,6
31690,0.0,218.0,13.0,3273.0,5748.0,0.0,34.0,47.0,724.0,202308131000,202308131100,9839.0,724.0,218.0,10057.0,98,7
31691,0.0,219.0,13.0,3226.0,5726.0,0.0,35.0,45.0,666.0,202308131100,202308131200,9711.0,666.0,219.0,9930.0,98,7
31692,0.0,218.0,13.0,3245.0,5458.0,0.0,34.0,44.0,651.0,202308131200,202308131300,9445.0,651.0,218.0,9663.0,98,7
31693,0.0,214.0,25.0,3306.0,6115.0,0.0,34.0,45.0,683.0,202308131300,202308131400,10208.0,683.0,214.0,10422.0,98,7
31694,0.0,204.0,125.0,3365.0,8668.0,0.0,34.0,46.0,689.0,202308131400,202308131500,12927.0,689.0,204.0,13131.0,98,5
31695,0.0,216.0,137.0,3412.0,11527.0,0.0,33.0,43.0,764.0,202308131500,202308131600,15916.0,764.0,216.0,16132.0,99,5
31696,0.0,215.0,191.0,3468.0,13045.0,0.0,34.0,41.0,714.0,202308131600,202308131700,17493.0,714.0,215.0,17708.0,99,4
31697,0.0,217.0,196.0,3512.0,13737.0,0.0,34.0,42.0,792.0,202308131700,202308131800,18313.0,792.0,217.0,18530.0,99,4
31698,0.0,220.0,224.0,3500.0,13373.0,0.0,35.0,40.0,824.0,202308131800,202308131900,17996.0,824.0,220.0,18216.0,99,5
31699,0.0,218.0,217.0,3537.0,13117.0,0.0,33.0,40.0,967.0,202308131900,202308132000,17911.0,967.0,218.0,18129.0,99,5
31700,0.0,219.0,206.0,3539.0,12232.0,0.0,34.0,40.0,1102.0,202308132000,202308132100,17153.0,1102.0,219.0,17372.0,99,6
31701,0.0,220.0,187.0,3572.0,11571.0,0.0,35.0,40.0,1168.0,202308132100,202308132200,16573.0,1168.0,220.0,16793.0,99,7
31702,0.0,220.0,80.0,3514.0,10980.0,0.0,34.0,41.0,1189.0,202308132200,202308132300,15838.0,1189.0,220.0,16058.0,99,7
31703,0.0,222.0,79.0,3499.0,10734.0,0.0,30.0,41.0,1086.0,202308132300,202308140000,15469.0,1086.0,222.0,15691.0,99,7
31704,0.0,224.0,78.0,3481.0,10657.0,0.0,10.0,45.0,1084.0,202308140000,202308140100,15355.0,1084.0,224.0,15579.0,99,7
31705,0.0,220.0,78.0,3489.0,10456.0,0.0,9.0,42.0,1160.0,202308140100,202308140200,15234.0,1160.0,220.0,15454.0,99,8
31706,0.0,220.0,78.0,3474.0,10497.0,0.0,10.0,42.0,1155.0,202308140200,202308140300,15256.0,1155.0,220.0,15476.0,99,7
31707,0.0,216.0,79.0,3518.0,11409.0,0.0,9.0,43.0,1089.0,202308140300,202308140400,16147.0,1089.0,216.0,16363.0,99,7
31708,0.0,215.0,151.0,3559.0,13165.0,0.0,9.0,44.0,974.0,202308140400,202308140500,17902.0,974.0,215.0,18117.0,99,5
31709,0.0,217.0,342.0,3668.0,14412.0,0.0,10.0,46.0,836.0,202308140500,202308140600,19314.0,836.0,217.0,19531.0,99,4
31710,0.0,193.0,372.0,3731.0,14677.0,0.0,1.0,49.0,747.0,202308140600,202308140700,19577.0,747.0,193.0,19770.0,99,4
31711,0.0,178.0,371.0,3704.0,14218.0,0.0,0.0,48.0,705.0,202308140700,202308140800,19046.0,705.0,178.0,19224.0,99,4
31712,0.0,182.0,372.0,3697.0,13614.0,0.0,1.0,47.0,726.0,202308140800,202308140900,18457.0,726.0,182.0,18639.0,99,4
31713,0.0,179.0,293.0,3725.0,12841.0,0.0,5.0,43.0,735.0,202308140900,202308141000,17642.0,735.0,179.0,17821.0,99,4
31714,0.0,184.0,293.0,3695.0,11974.0,0.0,25.0,44.0,676.0,202308141000,202308141100,16707.0,676.0,184.0,16891.0,99,4
31715,0.0,186.0,216.0,3661.0,11118.0,0.0,25.0,47.0,724.0,202308141100,202308141200,15791.0,724.0,186.0,15977.0,99,5
31716,0.0,185.0,235.0,3726.0,11993.0,0.0,25.0,47.0,726.0,202308141200,202308141300,16752.0,726.0,185.0,16937.0,99,4
31717,0.0,182.0,242.0,3754.0,13517.0,0.0,25.0,44.0,626.0,202308141300,202308141400,18208.0,626.0,182.0,18390.0,99,3
31718,0.0,182.0,244.0,3726.0,14127.0,0.0,25.0,42.0,611.0,202308141400,202308141500,18775.0,611.0,182.0,18957.0,99,3
31719,0.0,171.0,244.0,3735.0,14591.0,0.0,25.0,39.0,601.0,202308141500,202308141600,19235.0,601.0,171.0,19406.0,99,3
31720,0.0,188.0,245.0,3745.0,14674.0,0.0,25.0,39.0,576.0,202308141600,202308141700,19304.0,576.0,188.0,19492.0,99,3
31721,0.0,189.0,245.0,3742.0,14536.0,0.0,25.0,39.0,667.0,202308141700,202308141800,19254.0,667.0,189.0,19443.0,99,3
31722,0.0,189.0,228.0,3735.0,14367.0,0.0,25.0,41.0,667.0,202308141800,202308141900,19063.0,667.0,189.0,19252.0,99,3
31723,0.0,191.0,208.0,3733.0,14162.0,0.0,25.0,39.0,877.0,202308141900,202308142000,19044.0,877.0,191.0,19235.0,99,5
31724,0.0,191.0,197.0,3681.0,13280.0,0.0,25.0,41.0,884.0,202308142000,202308142100,18108.0,884.0,191.0,18299.0,99,5
31725,0.0,190.0,119.0,3711.0,11935.0,0.0,46.0,40.0,800.0,202308142100,202308142200,16651.0,800.0,190.0,16841.0,99,5
31726,0.0,184.0,80.0,3687.0,11561.0,0.0,45.0,45.0,753.0,202308142200,202308142300,16171.0,753.0,184.0,16355.0,99,5
31727,0.0,185.0,80.0,3686.0,11135.0,0.0,46.0,47.0,674.0,202308142300,202308150000,15668.0,674.0,185.0,15853.0,99,4
31728,0.0,180.0,70.0,3741.0,11012.0,0.0,55.0,46.0,682.0,202308150000,202308150100,15606.0,682.0,180.0,15786.0,99,4
31729,0.0,179.0,70.0,3733.0,10921.0,0.0,55.0,42.0,754.0,202308150100,202308150200,15575.0,754.0,179.0,15754.0,99,5
31730,0.0,176.0,70.0,3729.0,11205.0,0.0,56.0,45.0,626.0,202308150200,202308150300,15731.0,626.0,176.0,15907.0,99,4
31731,0.0,174.0,70.0,3740.0,11858.0,0.0,51.0,50.0,744.0,202308150300,202308150400,16513.0,744.0,174.0,16687.0,99,4
31732,0.0,170.0,143.0,3728.0,13092.0,0.0,50.0,51.0,810.0,202308150400,202308150500,17874.0,810.0,170.0,18044.0,99,4
31733,0.0,181.0,207.0,3756.0,13581.0,0.0,51.0,45.0,846.0,202308150500,202308150600,18486.0,846.0,181.0,18667.0,99,5
31734,0.0,184.0,206.0,3815.0,13430.0,0.0,53.0,42.0,898.0,202308150600,202308150700,18444.0,898.0,184.0,18628.0,99,5
31735,0.0,176.0,205.0,3802.0,13008.0,0.0,49.0,40.0,1058.0,202308150700,202308150800,18162.0,1058.0,176.0,18338.0,99,6
31736,0.0,170.0,208.0,3821.0,13335.0,0.0,42.0,43.0,887.0,202308150800,202308150900,18336.0,887.0,170.0,18506.0,99,5
31737,0.0,174.0,128.0,3835.0,12962.0,0.0,36.0,42.0,743.0,202308150900,202308151000,17746.0,743.0,174.0,17920.0,99,4
31738,0.0,172.0,128.0,3833.0,12581.0,0.0,45.0,43.0,612.0,202308151000,202308151100,17242.0,612.0,172.0,17414.0,99,4
31739,0.0,174.0,128.0,3863.0,12583.0,0.0,44.0,44.0,536.0,202308151100,202308151200,17198.0,536.0,174.0,17372.0,99,3
31740,0.0,170.0,128.0,3883.0,11729.0,0.0,48.0,44.0,468.0,202308151200,202308151300,16300.0,468.0,170.0,16470.0,99,3
31741,0.0,170.0,128.0,3902.0,11657.0,0.0,59.0,45.0,465.0,202308151300,202308151400,16256.0,465.0,170.0,16426.0,99,3
31742,0.0,169.0,128.0,3942.0,11384.0,0.0,53.0,46.0,485.0,202308151400,202308151500,16038.0,485.0,169.0,16207.0,99,3
31743,0.0,174.0,128.0,3983.0,13351.0,0.0,52.0,47.0,469.0,202308151500,202308151600,18030.0,469.0,174.0,18204.0,99,3
31744,0.0,169.0,203.0,3977.0,13924.0,0.0,52.0,47.0,484.0,202308151600,202308151700,18687.0,484.0,169.0,18856.0,99,3
31745,0.0,171.0,208.0,3965.0,13827.0,0.0,53.0,43.0,446.0,202308151700,202308151800,18542.0,446.0,171.0,18713.0,99,2
31746,0.0,178.0,171.0,3972.0,14376.0,0.0,59.0,42.0,373.0,202308151800,202308151900,18993.0,373.0,178.0,19171.0,99,2
31747,0.0,181.0,171.0,3957.0,14256.0,0.0,57.0,43.0,452.0,202308151900,202308152000,18936.0,452.0,181.0,19117.0,99,2
31748,0.0,175.0,84.0,3933.0,13329.0,0.0,58.0,43.0,465.0,202308152000,202308152100,17912.0,465.0,175.0,18087.0,99,3
31749,0.0,175.0,85.0,3923.0,12307.0,0.0,58.0,42.0,428.0,202308152100,202308152200,16843.0,428.0,175.0,17018.0,99,3
31750,0.0,176.0,116.0,3891.0,11159.0,0.0,42.0,46.0,425.0,202308152200,202308152300,15679.0,425.0,176.0,15855.0,99,3
31751,0.0,177.0,151.0,3895.0,10980.0,0.0,42.0,46.0,440.0,202308152300,202308160000,15554.0,440.0,177.0,15731.0,99,3
31752,0.0,174.0,151.0,3956.0,10912.0,0.0,53.0,45.0,474.0,202308160000,202308160100,15591.0,474.0,174.0,15765.0,99,3
31753,0.0,177.0,151.0,3961.0,10833.0,0.0,55.0,41.0,573.0,202308160100,202308160200,15614.0,573.0,177.0,15791.0,99,4
31754,0.0,173.0,151.0,3961.0,11034.0,0.0,56.0,44.0,613.0,202308160200,202308160300,15859.0,613.0,173.0,16032.0,99,4
31755,0.0,173.0,151.0,3965.0,11314.0,0.0,53.0,45.0,607.0,202308160300,202308160400,16135.0,607.0,173.0,16308.0,99,4
31756,0.0,174.0,151.0,3974.0,12153.0,0.0,49.0,44.0,666.0,202308160400,202308160500,17037.0,666.0,174.0,17211.0,99,4
31757,0.0,175.0,98.0,4008.0,13348.0,0.0,51.0,41.0,757.0,202308160500,202308160600,18303.0,757.0,175.0,18478.0,99,4
31758,0.0,171.0,83.0,4026.0,13921.0,0.0,53.0,38.0,839.0,202308160600,202308160700,18960.0,839.0,171.0,19131.0,99,4
31759,0.0,174.0,82.0,4027.0,13799.0,0.0,51.0,37.0,887.0,202308160700,202308160800,18883.0,887.0,174.0,19057.0,99,5
31760,0.0,174.0,74.0,4024.0,13793.0,0.0,43.0,39.0,887.0,202308160800,202308160900,18860.0,887.0,174.0,19034.0,99,5
31761,0.0,174.0,71.0,4036.0,13452.0,0.0,45.0,40.0,883.0,202308160900,202308161000,18527.0,883.0,174.0,18701.0,99,5
31762,0.0,176.0,79.0,4003.0,13452.0,0.0,35.0,35.0,865.0,202308161000,202308161100,18469.0,865.0,176.0,18645.0,99,5
31763,0.0,180.0,70.0,4021.0,12818.0,0.0,47.0,30.0,933.0,202308161100,202308161200,17919.0,933.0,180.0,18099.0,99,5
31764,0.0,177.0,74.0,4052.0,12427.0,0.0,44.0,30.0,965.0,202308161200,202308161300,17592.0,965.0,177.0,17769.0,99,5
31765,0.0,179.0,80.0,4052.0,12442.0,0.0,34.0,30.0,1108.0,202308161300,202308161400,17746.0,1108.0,179.0,17925.0,99,6
31766,0.0,179.0,85.0,4037.0,13174.0,0.0,34.0,30.0,1167.0,202308161400,202308161500,18527.0,1167.0,179.0,18706.0,99,6
31767,0.0,179.0,96.0,4037.0,13095.0,0.0,34.0,32.0,1281.0,202308161500,202308161600,18575.0,1281.0,179.0,18754.0,99,7
31768,0.0,177.0,95.0,4036.0,13011.0,0.0,34.0,31.0,1245.0,202308161600,202308161700,18452.0,1245.0,177.0,18629.0,99,7
31769,0.0,176.0,96.0,4012.0,12919.0,0.0,33.0,32.0,1285.0,202308161700,202308161800,18377.0,1285.0,176.0,18553.0,99,7
31770,0.0,182.0,95.0,3989.0,12875.0,0.0,34.0,30.0,1220.0,202308161800,202308161900,18243.0,1220.0,182.0,18425.0,99,7
31771,0.0,184.0,94.0,3973.0,12285.0,0.0,35.0,28.0,1242.0,202308161900,202308162000,17657.0,1242.0,184.0,17841.0,99,7
31772,0.0,181.0,93.0,3974.0,11250.0,0.0,35.0,30.0,1110.0,202308162000,202308162100,16492.0,1110.0,181.0,16673.0,99,7
31773,0.0,181.0,78.0,3951.0,10925.0,0.0,34.0,29.0,923.0,202308162100,202308162200,15940.0,923.0,181.0,16121.0,99,6
31774,0.0,178.0,1.0,3811.0,9771.0,0.0,13.0,35.0,879.0,202308162200,202308162300,14510.0,879.0,178.0,14688.0,99,6
31775,0.0,179.0,1.0,3854.0,9697.0,0.0,12.0,36.0,860.0,202308162300,202308170000,14460.0,860.0,179.0,14639.0,99,6
31776,0.0,183.0,1.0,3901.0,9589.0,0.0,32.0,35.0,841.0,202308170000,202308170100,14399.0,841.0,183.0,14582.0,99,6
31777,0.0,185.0,1.0,3845.0,9456.0,0.0,33.0,33.0,709.0,202308170100,202308170200,14077.0,709.0,185.0,14262.0,99,5
31778,0.0,181.0,1.0,3721.0,9313.0,0.0,33.0,36.0,719.0,202308170200,202308170300,13823.0,719.0,181.0,14004.0,99,5
31779,0.0,180.0,1.0,3717.0,10173.0,0.0,33.0,38.0,626.0,202308170300,202308170400,14588.0,626.0,180.0,14768.0,99,4
31780,0.0,182.0,5.0,3779.0,10895.0,0.0,34.0,37.0,596.0,202308170400,202308170500,15346.0,596.0,182.0,15528.0,99,4
31781,0.0,182.0,27.0,3876.0,12755.0,0.0,34.0,33.0,558.0,202308170500,202308170600,17283.0,558.0,182.0,17465.0,99,3
31782,0.0,180.0,37.0,3858.0,14094.0,0.0,34.0,34.0,403.0,202308170600,202308170700,18460.0,403.0,180.0,18640.0,99,2
31783,0.0,186.0,38.0,3851.0,14511.0,0.0,46.0,34.0,278.0,202308170700,202308170800,18758.0,278.0,186.0,18944.0,99,1
31784,0.0,179.0,38.0,3860.0,14673.0,0.0,49.0,33.0,273.0,202308170800,202308170900,18926.0,273.0,179.0,19105.0,99,1
31785,0.0,180.0,38.0,3854.0,14357.0,0.0,39.0,31.0,314.0,202308170900,202308171000,18633.0,314.0,180.0,18813.0,99,2
31786,0.0,181.0,38.0,3830.0,14140.0,0.0,49.0,33.0,302.0,202308171000,202308171100,18392.0,302.0,181.0,18573.0,99,2
31787,0.0,183.0,38.0,3832.0,14095.0,0.0,53.0,31.0,288.0,202308171100,202308171200,18337.0,288.0,183.0,18520.0,99,2
31788,0.0,183.0,46.0,3842.0,13948.0,0.0,35.0,31.0,283.0,202308171200,202308171300,18185.0,283.0,183.0,18368.0,99,2
31789,0.0,183.0,46.0,3832.0,13838.0,0.0,54.0,30.0,295.0,202308171300,202308171400,18095.0,295.0,183.0,18278.0,99,2
31790,0.0,184.0,43.0,3831.0,14264.0,0.0,46.0,30.0,332.0,202308171400,202308171500,18546.0,332.0,184.0,18730.0,99,2
31791,0.0,185.0,143.0,3854.0,14995.0,0.0,45.0,33.0,365.0,202308171500,202308171600,19435.0,365.0,185.0,19620.0,99,2
31792,0.0,183.0,166.0,3831.0,15072.0,0.0,47.0,32.0,354.0,202308171600,202308171700,19502.0,354.0,183.0,19685.0,99,2
31793,0.0,181.0,48.0,3807.0,14921.0,0.0,55.0,32.0,358.0,202308171700,202308171800,19221.0,358.0,181.0,19402.0,99,2
31794,0.0,185.0,47.0,3817.0,15030.0,0.0,51.0,32.0,406.0,202308171800,202308171900,19383.0,406.0,185.0,19568.0,99,2
31795,0.0,186.0,9.0,3808.0,15051.0,0.0,54.0,31.0,538.0,202308171900,202308172000,19491.0,538.0,186.0,19677.0,99,3
31796,0.0,183.0,11.0,3801.0,14556.0,0.0,53.0,32.0,619.0,202308172000,202308172100,19072.0,619.0,183.0,19255.0,99,3
31797,0.0,183.0,6.0,3796.0,13599.0,0.0,58.0,37.0,615.0,202308172100,202308172200,18111.0,615.0,183.0,18294.0,99,3
31798,0.0,181.0,1.0,3728.0,13313.0,0.0,47.0,41.0,577.0,202308172200,202308172300,17707.0,577.0,181.0,17888.0,99,3
31799,0.0,181.0,1.0,3710.0,12939.0,0.0,47.0,42.0,576.0,202308172300,202308180000,17315.0,576.0,181.0,17496.0,99,3
31800,0.0,185.0,1.0,3715.0,12786.0,0.0,55.0,41.0,578.0,202308180000,202308180100,17176.0,578.0,185.0,17361.0,99,3
31801,0.0,187.0,1.0,3702.0,12549.0,0.0,57.0,38.0,535.0,202308180100,202308180200,16882.0,535.0,187.0,17069.0,99,3
31802,0.0,185.0,1.0,3681.0,12083.0,0.0,59.0,41.0,508.0,202308180200,202308180300,16373.0,508.0,185.0,16558.0,99,3
31803,0.0,182.0,1.0,3682.0,12353.0,0.0,55.0,46.0,494.0,202308180300,202308180400,16631.0,494.0,182.0,16813.0,99,3
31804,0.0,181.0,29.0,3669.0,13315.0,0.0,55.0,48.0,490.0,202308180400,202308180500,17606.0,490.0,181.0,17787.0,99,3
31805,0.0,181.0,114.0,3675.0,14420.0,0.0,58.0,40.0,520.0,202308180500,202308180600,18827.0,520.0,181.0,19008.0,99,3
31806,0.0,177.0,271.0,3666.0,14821.0,0.0,64.0,42.0,603.0,202308180600,202308180700,19467.0,603.0,177.0,19644.0,99,3
31807,0.0,177.0,415.0,3658.0,14713.0,0.0,56.0,40.0,569.0,202308180700,202308180800,19451.0,569.0,177.0,19628.0,99,3
31808,0.0,178.0,413.0,3639.0,14429.0,0.0,54.0,40.0,621.0,202308180800,202308180900,19196.0,621.0,178.0,19374.0,99,3
31809,0.0,177.0,392.0,3637.0,14126.0,0.0,42.0,44.0,625.0,202308180900,202308181000,18866.0,625.0,177.0,19043.0,99,3
31810,0.0,178.0,356.0,3622.0,13819.0,0.0,43.0,48.0,625.0,202308181000,202308181100,18513.0,625.0,178.0,18691.0,99,3
31811,0.0,182.0,323.0,3620.0,13322.0,0.0,44.0,48.0,587.0,202308181100,202308181200,17944.0,587.0,182.0,18126.0,99,3
31812,0.0,181.0,137.0,3633.0,13035.0,0.0,47.0,47.0,583.0,202308181200,202308181300,17482.0,583.0,181.0,17663.0,99,3
31813,0.0,182.0,149.0,3634.0,13477.0,0.0,56.0,43.0,593.0,202308181300,202308181400,17952.0,593.0,182.0,18134.0,99,3
31814,0.0,181.0,170.0,3650.0,13814.0,0.0,58.0,43.0,553.0,202308181400,202308181500,18288.0,553.0,181.0,18469.0,99,3
31815,0.0,182.0,206.0,3651.0,13888.0,0.0,55.0,46.0,581.0,202308181500,202308181600,18427.0,581.0,182.0,18609.0,99,3
31816,0.0,180.0,207.0,3663.0,13468.0,0.0,57.0,51.0,616.0,202308181600,202308181700,18062.0,616.0,180.0,18242.0,99,3
31817,0.0,180.0,167.0,3633.0,13174.0,0.0,52.0,47.0,644.0,202308181700,202308181800,17717.0,644.0,180.0,17897.0,99,4
31818,0.0,182.0,117.0,3647.0,12720.0,0.0,48.0,48.0,772.0,202308181800,202308181900,17352.0,772.0,182.0,17534.0,99,4
31819,0.0,184.0,191.0,3629.0,12014.0,0.0,33.0,46.0,970.0,202308181900,202308182000,16883.0,970.0,184.0,17067.0,99,6
31820,0.0,180.0,89.0,3615.0,10865.0,0.0,33.0,49.0,1241.0,202308182000,202308182100,15892.0,1241.0,180.0,16072.0,99,8
31821,0.0,180.0,9.0,3589.0,9893.0,0.0,33.0,47.0,1455.0,202308182100,202308182200,15026.0,1455.0,180.0,15206.0,99,10
31822,0.0,192.0,2.0,3577.0,10247.0,0.0,34.0,38.0,1559.0,202308182200,202308182300,15457.0,1559.0,192.0,15649.0,99,10
31823,0.0,186.0,1.0,3574.0,9566.0,0.0,58.0,49.0,1632.0,202308182300,202308190000,14880.0,1632.0,186.0,15066.0,99,11
31824,0.0,178.0,0.0,3566.0,9222.0,0.0,58.0,42.0,1702.0,202308190000,202308190100,14590.0,1702.0,178.0,14768.0,99,12
31825,0.0,192.0,0.0,3518.0,8572.0,0.0,53.0,42.0,1795.0,202308190100,202308190200,13980.0,1795.0,192.0,14172.0,99,13
31826,0.0,178.0,0.0,3507.0,8017.0,0.0,45.0,52.0,1868.0,202308190200,202308190300,13489.0,1868.0,178.0,13667.0,99,14
31827,0.0,178.0,0.0,3483.0,8244.0,0.0,61.0,54.0,2032.0,202308190300,202308190400,13874.0,2032.0,178.0,14052.0,99,14
31828,0.0,192.0,0.0,3478.0,8100.0,0.0,56.0,50.0,2177.0,202308190400,202308190500,13861.0,2177.0,192.0,14053.0,99,15
31829,0.0,191.0,0.0,3507.0,8377.0,0.0,57.0,48.0,2333.0,202308190500,202308190600,14322.0,2333.0,191.0,14513.0,99,16
31830,0.0,191.0,0.0,3566.0,9144.0,0.0,56.0,49.0,2273.0,202308190600,202308190700,15088.0,2273.0,191.0,15279.0,99,15
31831,0.0,191.0,1.0,3570.0,9658.0,0.0,59.0,49.0,2283.0,202308190700,202308190800,15620.0,2283.0,191.0,15811.0,99,14
31832,0.0,191.0,10.0,3588.0,9690.0,0.0,59.0,55.0,2332.0,202308190800,202308190900,15734.0,2332.0,191.0,15925.0,99,15
31833,0.0,191.0,0.0,3573.0,9621.0,0.0,51.0,49.0,2308.0,202308190900,202308191000,15602.0,2308.0,191.0,15793.0,99,15
31834,0.0,191.0,0.0,3583.0,8369.0,0.0,42.0,57.0,2412.0,202308191000,202308191100,14463.0,2412.0,191.0,14654.0,99,16
31835,0.0,191.0,0.0,3528.0,7254.0,0.0,47.0,48.0,2341.0,202308191100,202308191200,13218.0,2341.0,191.0,13409.0,99,17
31836,0.0,180.0,0.0,3524.0,7688.0,0.0,50.0,50.0,2301.0,202308191200,202308191300,13613.0,2301.0,180.0,13793.0,99,17
31837,0.0,191.0,0.0,3524.0,9045.0,0.0,54.0,47.0,2474.0,202308191300,202308191400,15144.0,2474.0,191.0,15335.0,99,16
31838,0.0,192.0,0.0,3551.0,10875.0,0.0,52.0,47.0,2510.0,202308191400,202308191500,17035.0,2510.0,192.0,17227.0,99,15
31839,0.0,193.0,0.0,3581.0,11783.0,0.0,50.0,54.0,2598.0,202308191500,202308191600,18066.0,2598.0,193.0,18259.0,99,14
31840,0.0,179.0,132.0,3609.0,11998.0,0.0,50.0,50.0,2639.0,202308191600,202308191700,18478.0,2639.0,179.0,18657.0,99,14
31841,0.0,179.0,133.0,3619.0,11609.0,0.0,47.0,49.0,2612.0,202308191700,202308191800,18069.0,2612.0,179.0,18248.0,99,14
31842,0.0,177.0,132.0,3632.0,10985.0,0.0,47.0,48.0,2723.0,202308191800,202308191900,17567.0,2723.0,177.0,17744.0,99,15
31843,0.0,177.0,101.0,3659.0,10242.0,0.0,49.0,48.0,2865.0,202308191900,202308192000,16964.0,2865.0,177.0,17141.0,99,17
31844,0.0,177.0,102.0,3643.0,9730.0,0.0,51.0,47.0,2789.0,202308192000,202308192100,16362.0,2789.0,177.0,16539.0,99,17
31845,0.0,191.0,109.0,3650.0,10130.0,0.0,42.0,48.0,2606.0,202308192100,202308192200,16585.0,2606.0,191.0,16776.0,99,16
31846,0.0,191.0,126.0,3650.0,10312.0,0.0,44.0,46.0,2317.0,202308192200,202308192300,16495.0,2317.0,191.0,16686.0,99,14
31847,0.0,178.0,130.0,3680.0,10226.0,0.0,44.0,42.0,2054.0,202308192300,202308200000,16176.0,2054.0,178.0,16354.0,99,13
31848,0.0,178.0,126.0,3728.0,10272.0,0.0,44.0,42.0,1856.0,202308200000,202308200100,16068.0,1856.0,178.0,16246.0,99,11
31849,0.0,192.0,127.0,3757.0,10259.0,0.0,45.0,43.0,1891.0,202308200100,202308200200,16122.0,1891.0,192.0,16314.0,99,12
31850,0.0,192.0,108.0,3750.0,10150.0,0.0,59.0,45.0,1869.0,202308200200,202308200300,15981.0,1869.0,192.0,16173.0,99,12
31851,0.0,189.0,104.0,3709.0,10483.0,0.0,75.0,42.0,1831.0,202308200300,202308200400,16244.0,1831.0,189.0,16433.0,99,11
31852,0.0,191.0,130.0,3721.0,10637.0,0.0,56.0,42.0,1722.0,202308200400,202308200500,16308.0,1722.0,191.0,16499.0,99,10
31853,0.0,191.0,140.0,3795.0,10839.0,0.0,56.0,43.0,1584.0,202308200500,202308200600,16457.0,1584.0,191.0,16648.0,99,10
31854,0.0,178.0,149.0,3846.0,11607.0,0.0,47.0,43.0,1552.0,202308200600,202308200700,17244.0,1552.0,178.0,17422.0,99,9
31855,0.0,180.0,9.0,3847.0,11987.0,0.0,42.0,45.0,1361.0,202308200700,202308200800,17291.0,1361.0,180.0,17471.0,99,8
31856,0.0,190.0,0.0,3837.0,11199.0,0.0,52.0,44.0,1307.0,202308200800,202308200900,16439.0,1307.0,190.0,16629.0,99,8
31857,0.0,192.0,0.0,3838.0,9950.0,0.0,50.0,47.0,1171.0,202308200900,202308201000,15056.0,1171.0,192.0,15248.0,99,8
31858,0.0,191.0,0.0,3877.0,8518.0,0.0,53.0,44.0,1011.0,202308201000,202308201100,13503.0,1011.0,191.0,13694.0,99,7
31859,0.0,192.0,0.0,3815.0,7000.0,0.0,56.0,44.0,784.0,202308201100,202308201200,11699.0,784.0,192.0,11891.0,98,7
31860,0.0,192.0,0.0,3836.0,7279.0,0.0,55.0,44.0,640.0,202308201200,202308201300,11854.0,640.0,192.0,12046.0,98,5
31861,0.0,190.0,0.0,3811.0,9807.0,0.0,55.0,44.0,642.0,202308201300,202308201400,14359.0,642.0,190.0,14549.0,99,4
31862,0.0,179.0,135.0,3785.0,12097.0,0.0,54.0,45.0,641.0,202308201400,202308201500,16757.0,641.0,179.0,16936.0,99,4
31863,0.0,192.0,150.0,3807.0,13781.0,0.0,47.0,41.0,634.0,202308201500,202308201600,18460.0,634.0,192.0,18652.0,99,3
