,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Other,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS,Wind_per,Solar_per,Nuclear_per,Hydroelectricity_per,Geothermal_per,Natural Gas_per,Petroleum_per,Coal_per
26586,36.0,213.0,704.0,20.0,98.0,202301121800,202301121900,838.0,98.0,233.0,1071.0,78,9,9,0,0,65,0,19,0,0
26587,34.0,203.0,700.0,20.0,102.0,202301121900,202301122000,836.0,102.0,223.0,1059.0,79,10,9,0,0,66,0,19,0,0
26588,32.0,202.0,700.0,20.0,105.0,202301122000,202301122100,837.0,105.0,222.0,1059.0,79,10,9,0,0,66,0,19,0,0
26589,32.0,211.0,700.0,20.0,104.0,202301122100,202301122200,836.0,104.0,231.0,1067.0,78,10,9,0,0,65,0,19,0,0
26590,33.0,211.0,648.0,20.0,107.0,202301122200,202301122300,788.0,107.0,231.0,1019.0,77,11,10,0,0,63,0,20,0,0
26591,29.0,211.0,603.0,19.0,107.0,202301122300,202301130000,739.0,107.0,230.0,969.0,76,11,11,0,0,62,0,21,0,0
26592,26.0,211.0,631.0,18.0,107.0,202301130000,202301130100,764.0,107.0,229.0,993.0,77,11,10,0,0,63,0,21,0,0
26593,27.0,213.0,624.0,19.0,91.0,202301130100,202301130200,742.0,91.0,232.0,974.0,76,9,9,0,0,64,0,21,0,0
26594,27.0,213.0,634.0,19.0,73.0,202301130200,202301130300,734.0,73.0,232.0,966.0,76,8,7,0,0,65,0,22,0,0
26595,29.0,211.0,609.0,19.0,46.0,202301130300,202301130400,684.0,46.0,230.0,914.0,75,5,5,0,0,66,0,23,0,0
26596,32.0,211.0,644.0,20.0,33.0,202301130400,202301130500,709.0,33.0,231.0,940.0,75,4,3,0,0,68,0,22,0,0
26597,36.0,211.0,660.0,21.0,32.0,202301130500,202301130600,728.0,32.0,232.0,960.0,76,3,3,0,0,68,0,21,0,0
26598,42.0,211.0,787.0,27.0,39.0,202301130600,202301130700,868.0,39.0,238.0,1106.0,78,4,3,0,0,71,0,19,0,0
26599,42.0,179.0,841.0,27.0,35.0,202301130700,202301130800,918.0,35.0,206.0,1124.0,82,3,3,0,0,74,0,15,0,0
26600,42.0,151.0,898.0,28.0,49.0,202301130800,202301130900,989.0,49.0,179.0,1168.0,85,4,4,0,0,76,0,12,0,0
26601,44.0,151.0,982.0,30.0,71.0,202301130900,202301131000,1097.0,71.0,181.0,1278.0,86,6,5,0,0,76,0,11,0,0
26602,43.0,150.0,987.0,30.0,60.0,202301131000,202301131100,1090.0,60.0,180.0,1270.0,86,5,4,0,0,77,0,11,0,0
26603,41.0,151.0,906.0,28.0,67.0,202301131100,202301131200,1014.0,67.0,179.0,1193.0,85,6,5,0,0,75,0,12,0,0
26604,40.0,151.0,881.0,27.0,87.0,202301131200,202301131300,1008.0,87.0,178.0,1186.0,85,7,7,0,0,74,0,12,0,0
26605,39.0,151.0,895.0,24.0,75.0,202301131300,202301131400,1009.0,75.0,175.0,1184.0,85,6,6,0,0,75,0,12,0,0
26606,40.0,150.0,897.0,28.0,61.0,202301131400,202301131500,998.0,61.0,178.0,1176.0,85,5,5,0,0,76,0,12,0,0
26607,41.0,149.0,976.0,26.0,59.0,202301131500,202301131600,1076.0,59.0,175.0,1251.0,86,5,4,0,0,78,0,11,0,0
26608,41.0,151.0,942.0,26.0,51.0,202301131600,202301131700,1034.0,51.0,177.0,1211.0,85,4,4,0,0,77,0,12,0,0
26609,41.0,151.0,833.0,26.0,38.0,202301131700,202301131800,912.0,38.0,177.0,1089.0,84,3,3,0,0,76,0,13,0,0
26610,36.0,151.0,742.0,20.0,37.0,202301131800,202301131900,815.0,37.0,171.0,986.0,83,4,3,0,0,75,0,15,0,0
26611,34.0,151.0,734.0,20.0,54.0,202301131900,202301132000,822.0,54.0,171.0,993.0,83,5,5,0,0,73,0,15,0,0
26612,29.0,151.0,697.0,19.0,52.0,202301132000,202301132100,778.0,52.0,170.0,948.0,82,5,5,0,0,73,0,15,0,0
26613,29.0,151.0,702.0,19.0,51.0,202301132100,202301132200,782.0,51.0,170.0,952.0,82,5,5,0,0,73,0,15,0,0
26614,28.0,151.0,675.0,19.0,68.0,202301132200,202301132300,771.0,68.0,170.0,941.0,82,7,7,0,0,71,0,16,0,0
26615,27.0,151.0,645.0,18.0,74.0,202301132300,202301140000,746.0,74.0,169.0,915.0,82,8,8,0,0,70,0,16,0,0
26616,25.0,151.0,649.0,18.0,76.0,202301140000,202301140100,750.0,76.0,169.0,919.0,82,8,8,0,0,70,0,16,0,0
26617,25.0,151.0,701.0,18.0,84.0,202301140100,202301140200,810.0,84.0,169.0,979.0,83,9,8,0,0,71,0,15,0,0
26618,25.0,151.0,716.0,18.0,80.0,202301140200,202301140300,821.0,80.0,169.0,990.0,83,8,8,0,0,72,0,15,0,0
26619,25.0,151.0,795.0,18.0,75.0,202301140300,202301140400,895.0,75.0,169.0,1064.0,84,7,7,0,0,74,0,14,0,0
26620,26.0,150.0,796.0,18.0,74.0,202301140400,202301140500,896.0,74.0,168.0,1064.0,84,7,6,0,0,74,0,14,0,0
26621,30.0,151.0,881.0,20.0,79.0,202301140500,202301140600,990.0,79.0,171.0,1161.0,85,7,6,0,0,75,0,13,0,0
26622,34.0,151.0,877.0,20.0,83.0,202301140600,202301140700,994.0,83.0,171.0,1165.0,85,7,7,0,0,75,0,12,0,0
26623,35.0,151.0,787.0,21.0,93.0,202301140700,202301140800,915.0,93.0,172.0,1087.0,84,9,8,0,0,72,0,13,0,0
26624,36.0,151.0,694.0,22.0,106.0,202301140800,202301140900,836.0,106.0,173.0,1009.0,83,11,10,0,0,68,0,14,0,0
26625,38.0,151.0,696.0,24.0,107.0,202301140900,202301141000,841.0,107.0,175.0,1016.0,83,11,10,0,0,68,0,14,0,0
26626,38.0,151.0,691.0,24.0,105.0,202301141000,202301141100,834.0,105.0,175.0,1009.0,83,10,10,0,0,68,0,14,0,0
26627,37.0,150.0,748.0,24.0,107.0,202301141100,202301141200,892.0,107.0,174.0,1066.0,84,10,10,0,0,70,0,14,0,0
26628,42.0,150.0,808.0,30.0,106.0,202301141200,202301141300,956.0,106.0,180.0,1136.0,84,9,9,0,0,71,0,13,0,0
26629,42.0,150.0,807.0,30.0,105.0,202301141300,202301141400,954.0,105.0,180.0,1134.0,84,9,9,0,0,71,0,13,0,0
26630,42.0,150.0,896.0,30.0,102.0,202301141400,202301141500,1040.0,102.0,180.0,1220.0,85,8,8,0,0,73,0,12,0,0
26631,42.0,150.0,1058.0,29.0,91.0,202301141500,202301141600,1191.0,91.0,179.0,1370.0,87,7,6,0,0,77,0,10,0,0
26632,42.0,149.0,1077.0,29.0,73.0,202301141600,202301141700,1192.0,73.0,178.0,1370.0,87,5,5,0,0,78,0,10,0,0
26633,42.0,151.0,1145.0,29.0,78.0,202301141700,202301141800,1265.0,78.0,180.0,1445.0,88,5,5,0,0,79,0,10,0,0
26634,41.0,150.0,1182.0,29.0,62.0,202301141800,202301141900,1285.0,62.0,179.0,1464.0,88,4,4,0,0,80,0,10,0,0
26635,38.0,148.0,1243.0,24.0,63.0,202301141900,202301142000,1344.0,63.0,172.0,1516.0,89,4,4,0,0,81,0,9,0,0
26636,33.0,151.0,1064.0,21.0,55.0,202301142000,202301142100,1152.0,55.0,172.0,1324.0,87,4,4,0,0,80,0,11,0,0
26637,29.0,151.0,1057.0,20.0,58.0,202301142100,202301142200,1144.0,58.0,171.0,1315.0,87,4,4,0,0,80,0,11,0,0
26638,27.0,150.0,763.0,18.0,56.0,202301142200,202301142300,846.0,56.0,168.0,1014.0,83,6,5,0,0,75,0,14,0,0
26639,25.0,149.0,668.0,18.0,59.0,202301142300,202301150000,752.0,59.0,167.0,919.0,82,6,6,0,0,72,0,16,0,0
26640,25.0,151.0,649.0,19.0,65.0,202301150000,202301150100,739.0,65.0,170.0,909.0,81,7,7,0,0,71,0,16,0,0
26641,26.0,151.0,693.0,19.0,73.0,202301150100,202301150200,792.0,73.0,170.0,962.0,82,8,7,0,0,72,0,15,0,0
26642,26.0,151.0,698.0,19.0,74.0,202301150200,202301150300,798.0,74.0,170.0,968.0,82,8,7,0,0,72,0,15,0,0
26643,26.0,151.0,672.0,19.0,74.0,202301150300,202301150400,772.0,74.0,170.0,942.0,82,8,7,0,0,71,0,16,0,0
26644,26.0,151.0,714.0,19.0,73.0,202301150400,202301150500,813.0,73.0,170.0,983.0,83,7,7,0,0,72,0,15,0,0
26645,27.0,151.0,896.0,20.0,87.0,202301150500,202301150600,1010.0,87.0,171.0,1181.0,86,7,7,0,0,75,0,12,0,0
26646,27.0,151.0,868.0,20.0,85.0,202301150600,202301150700,980.0,85.0,171.0,1151.0,85,7,7,0,0,75,0,13,0,0
26647,27.0,152.0,884.0,21.0,91.0,202301150700,202301150800,1002.0,91.0,173.0,1175.0,85,8,7,0,0,75,0,12,0,0
26648,27.0,152.0,916.0,21.0,96.0,202301150800,202301150900,1039.0,96.0,173.0,1212.0,86,8,7,0,0,75,0,12,0,0
26649,27.0,152.0,915.0,21.0,93.0,202301150900,202301151000,1035.0,93.0,173.0,1208.0,86,8,7,0,0,75,0,12,0,0
26650,27.0,152.0,915.0,21.0,75.0,202301151000,202301151100,1017.0,75.0,173.0,1190.0,85,6,6,0,0,76,0,12,0,0
26651,27.0,152.0,915.0,21.0,59.0,202301151100,202301151200,1001.0,59.0,173.0,1174.0,85,5,5,0,0,77,0,12,0,0
26652,27.0,152.0,831.0,20.0,50.0,202301151200,202301151300,908.0,50.0,172.0,1080.0,84,5,4,0,0,76,0,14,0,0
26653,27.0,152.0,826.0,20.0,61.0,202301151300,202301151400,914.0,61.0,172.0,1086.0,84,6,5,0,0,76,0,13,0,0
26654,27.0,151.0,828.0,21.0,64.0,202301151400,202301151500,919.0,64.0,172.0,1091.0,84,6,5,0,0,75,0,13,0,0
26655,27.0,151.0,924.0,21.0,71.0,202301151500,202301151600,1022.0,71.0,172.0,1194.0,86,6,5,0,0,77,0,12,0,0
26656,27.0,151.0,1014.0,21.0,82.0,202301151600,202301151700,1123.0,82.0,172.0,1295.0,87,6,6,0,0,78,0,11,0,0
26657,28.0,151.0,1012.0,21.0,86.0,202301151700,202301151800,1126.0,86.0,172.0,1298.0,87,7,6,0,0,77,0,11,0,0
26658,28.0,151.0,1030.0,21.0,79.0,202301151800,202301151900,1137.0,79.0,172.0,1309.0,87,6,6,0,0,78,0,11,0,0
26659,27.0,148.0,964.0,20.0,95.0,202301151900,202301152000,1086.0,95.0,168.0,1254.0,87,8,7,0,0,76,0,11,0,0
26660,26.0,175.0,930.0,19.0,96.0,202301152000,202301152100,1052.0,96.0,194.0,1246.0,84,8,7,0,0,74,0,14,0,0
26661,26.0,259.0,856.0,19.0,96.0,202301152100,202301152200,978.0,96.0,278.0,1256.0,78,8,7,0,0,68,0,20,0,0
26662,25.0,262.0,807.0,19.0,103.0,202301152200,202301152300,935.0,103.0,281.0,1216.0,77,8,8,0,0,66,0,21,0,0
26663,25.0,261.0,708.0,19.0,104.0,202301152300,202301160000,837.0,104.0,280.0,1117.0,75,9,9,0,0,63,0,23,0,0
26664,25.0,261.0,703.0,19.0,102.0,202301160000,202301160100,830.0,102.0,280.0,1110.0,75,9,9,0,0,63,0,23,0,0
26665,25.0,260.0,703.0,19.0,102.0,202301160100,202301160200,830.0,102.0,279.0,1109.0,75,9,9,0,0,63,0,23,0,0
26666,25.0,191.0,777.0,19.0,102.0,202301160200,202301160300,904.0,102.0,210.0,1114.0,81,9,9,0,0,69,0,17,0,0
26667,29.0,150.0,809.0,19.0,102.0,202301160300,202301160400,940.0,102.0,169.0,1109.0,85,9,9,0,0,72,0,13,0,0
26668,33.0,150.0,809.0,20.0,102.0,202301160400,202301160500,944.0,102.0,170.0,1114.0,85,9,9,0,0,72,0,13,0,0
26669,36.0,151.0,810.0,21.0,101.0,202301160500,202301160600,947.0,101.0,172.0,1119.0,85,9,9,0,0,72,0,13,0,0
26670,40.0,151.0,812.0,25.0,100.0,202301160600,202301160700,952.0,100.0,176.0,1128.0,84,9,8,0,0,71,0,13,0,0
26671,40.0,157.0,1045.0,25.0,99.0,202301160700,202301160800,1184.0,99.0,182.0,1366.0,87,7,7,0,0,76,0,11,0,0
26672,39.0,157.0,1103.0,25.0,99.0,202301160800,202301160900,1241.0,99.0,182.0,1423.0,87,7,6,0,0,77,0,11,0,0
26673,39.0,153.0,1090.0,25.0,96.0,202301160900,202301161000,1225.0,96.0,178.0,1403.0,87,7,6,0,0,77,0,10,0,0
26674,39.0,152.0,1004.0,25.0,67.0,202301161000,202301161100,1110.0,67.0,177.0,1287.0,86,5,5,0,0,78,0,11,0,0
26675,39.0,153.0,1080.0,25.0,83.0,202301161100,202301161200,1202.0,83.0,178.0,1380.0,87,6,6,0,0,78,0,11,0,0
26676,38.0,152.0,1096.0,24.0,89.0,202301161200,202301161300,1223.0,89.0,176.0,1399.0,87,6,6,0,0,78,0,10,0,0
26677,39.0,151.0,1096.0,24.0,76.0,202301161300,202301161400,1211.0,76.0,175.0,1386.0,87,5,5,0,0,79,0,10,0,0
26678,38.0,151.0,1095.0,23.0,69.0,202301161400,202301161500,1202.0,69.0,174.0,1376.0,87,5,5,0,0,79,0,10,0,0
26679,39.0,151.0,1093.0,23.0,51.0,202301161500,202301161600,1183.0,51.0,174.0,1357.0,87,4,3,0,0,80,0,11,0,0
26680,38.0,152.0,1089.0,22.0,34.0,202301161600,202301161700,1161.0,34.0,174.0,1335.0,87,3,2,0,0,81,0,11,0,0
26681,38.0,165.0,878.0,22.0,33.0,202301161700,202301161800,949.0,33.0,187.0,1136.0,84,3,2,0,0,77,0,14,0,0
26682,38.0,175.0,791.0,22.0,20.0,202301161800,202301161900,849.0,20.0,197.0,1046.0,81,2,1,0,0,75,0,16,0,0
26683,35.0,174.0,790.0,19.0,18.0,202301161900,202301162000,843.0,18.0,193.0,1036.0,81,2,1,0,0,76,0,16,0,0
26684,35.0,176.0,790.0,18.0,22.0,202301162000,202301162100,847.0,22.0,194.0,1041.0,81,2,2,0,0,75,0,16,0,0
26685,35.0,174.0,790.0,18.0,24.0,202301162100,202301162200,849.0,24.0,192.0,1041.0,82,2,2,0,0,75,0,16,0,0
26686,34.0,151.0,806.0,17.0,16.0,202301162200,202301162300,856.0,16.0,168.0,1024.0,84,2,1,0,0,78,0,14,0,0
26687,31.0,151.0,806.0,18.0,26.0,202301162300,202301170000,863.0,26.0,169.0,1032.0,84,3,2,0,0,78,0,14,0,0
26688,28.0,152.0,806.0,18.0,31.0,202301170000,202301170100,865.0,31.0,170.0,1035.0,84,3,2,0,0,77,0,14,0,0
26689,27.0,152.0,806.0,18.0,31.0,202301170100,202301170200,864.0,31.0,170.0,1034.0,84,3,2,0,0,77,0,14,0,0
26690,28.0,152.0,805.0,19.0,37.0,202301170200,202301170300,870.0,37.0,171.0,1041.0,84,4,3,0,0,77,0,14,0,0
26691,31.0,152.0,805.0,20.0,47.0,202301170300,202301170400,883.0,47.0,172.0,1055.0,84,4,4,0,0,76,0,14,0,0
26692,33.0,151.0,804.0,20.0,52.0,202301170400,202301170500,889.0,52.0,171.0,1060.0,84,5,4,0,0,75,0,14,0,0
26693,38.0,150.0,803.0,22.0,58.0,202301170500,202301170600,899.0,58.0,172.0,1071.0,84,5,5,0,0,74,0,14,0,0
26694,38.0,150.0,980.0,22.0,55.0,202301170600,202301170700,1073.0,55.0,172.0,1245.0,86,4,4,0,0,78,0,12,0,0
26695,39.0,151.0,1015.0,23.0,53.0,202301170700,202301170800,1107.0,53.0,174.0,1281.0,86,4,4,0,0,79,0,11,0,0
26696,40.0,151.0,1013.0,25.0,52.0,202301170800,202301170900,1105.0,52.0,176.0,1281.0,86,4,4,0,0,79,0,11,0,0
26697,40.0,151.0,1029.0,24.0,53.0,202301170900,202301171000,1122.0,53.0,175.0,1297.0,87,4,4,0,0,79,0,11,0,0
26698,37.0,151.0,1031.0,21.0,53.0,202301171000,202301171100,1121.0,53.0,172.0,1293.0,87,4,4,0,0,79,0,11,0,0
26699,41.0,151.0,1030.0,27.0,45.0,202301171100,202301171200,1116.0,45.0,178.0,1294.0,86,3,3,0,0,79,0,11,0,0
26700,41.0,151.0,1019.0,28.0,44.0,202301171200,202301171300,1104.0,44.0,179.0,1283.0,86,3,3,0,0,79,0,11,0,0
26701,37.0,151.0,1052.0,21.0,45.0,202301171300,202301171400,1134.0,45.0,172.0,1306.0,87,3,3,0,0,80,0,11,0,0
26702,37.0,151.0,1086.0,21.0,42.0,202301171400,202301171500,1165.0,42.0,172.0,1337.0,87,3,3,0,0,81,0,11,0,0
26703,37.0,150.0,1100.0,21.0,39.0,202301171500,202301171600,1176.0,39.0,171.0,1347.0,87,3,2,0,0,81,0,11,0,0
26704,40.0,150.0,935.0,25.0,28.0,202301171600,202301171700,1003.0,28.0,175.0,1178.0,85,2,2,0,0,79,0,12,0,0
26705,49.0,151.0,929.0,35.0,32.0,202301171700,202301171800,1010.0,32.0,186.0,1196.0,84,3,2,0,0,77,0,12,0,0
26706,48.0,151.0,929.0,35.0,36.0,202301171800,202301171900,1013.0,36.0,186.0,1199.0,84,3,3,0,0,77,0,12,0,0
26707,53.0,151.0,851.0,45.0,36.0,202301171900,202301172000,940.0,36.0,196.0,1136.0,83,3,3,0,0,74,0,13,0,0
26708,43.0,150.0,843.0,36.0,33.0,202301172000,202301172100,919.0,33.0,186.0,1105.0,83,3,2,0,0,76,0,13,0,0
26709,48.0,151.0,843.0,43.0,34.0,202301172100,202301172200,925.0,34.0,194.0,1119.0,83,3,3,0,0,75,0,13,0,0
26710,50.0,151.0,814.0,45.0,38.0,202301172200,202301172300,902.0,38.0,196.0,1098.0,82,3,3,0,0,74,0,13,0,0
26711,42.0,151.0,812.0,39.0,30.0,202301172300,202301180000,884.0,30.0,190.0,1074.0,82,3,2,0,0,75,0,14,0,0
26712,42.0,153.0,812.0,39.0,41.0,202301180000,202301180100,895.0,41.0,192.0,1087.0,82,4,3,0,0,74,0,14,0,0
26713,31.0,183.0,812.0,25.0,34.0,202301180100,202301180200,877.0,34.0,208.0,1085.0,81,3,3,0,0,74,0,16,0,0
26714,30.0,182.0,812.0,24.0,31.0,202301180200,202301180300,873.0,31.0,206.0,1079.0,81,3,2,0,0,75,0,16,0,0
26715,44.0,180.0,812.0,37.0,30.0,202301180300,202301180400,886.0,30.0,217.0,1103.0,80,3,2,0,0,73,0,16,0,0
26716,44.0,181.0,812.0,34.0,32.0,202301180400,202301180500,888.0,32.0,215.0,1103.0,81,3,2,0,0,73,0,16,0,0
26717,36.0,191.0,888.0,21.0,30.0,202301180500,202301180600,954.0,30.0,212.0,1166.0,82,3,2,0,0,76,0,16,0,0
26718,37.0,197.0,874.0,21.0,18.0,202301180600,202301180700,929.0,18.0,218.0,1147.0,81,2,1,0,0,76,0,17,0,0
26719,49.0,198.0,921.0,36.0,15.0,202301180700,202301180800,985.0,15.0,234.0,1219.0,81,1,1,0,0,75,0,16,0,0
26720,37.0,201.0,970.0,21.0,11.0,202301180800,202301180900,1018.0,11.0,222.0,1240.0,82,1,0,0,0,78,0,16,0,0
26721,51.0,305.0,944.0,39.0,3.0,202301180900,202301181000,998.0,3.0,344.0,1342.0,74,0,0,0,0,70,0,22,0,0
26722,37.0,307.0,948.0,21.0,0.0,202301181000,202301181100,985.0,0.0,328.0,1313.0,75,0,0,0,0,72,0,23,0,0
26723,36.0,336.0,973.0,21.0,2.0,202301181100,202301181200,1011.0,2.0,357.0,1368.0,74,0,0,0,0,71,0,24,0,0
26724,35.0,337.0,924.0,21.0,5.0,202301181200,202301181300,964.0,5.0,358.0,1322.0,73,0,0,0,0,69,0,25,0,0
26725,39.0,336.0,855.0,24.0,5.0,202301181300,202301181400,899.0,5.0,360.0,1259.0,71,0,0,0,0,67,0,26,0,0
26726,42.0,337.0,853.0,27.0,6.0,202301181400,202301181500,901.0,6.0,364.0,1265.0,71,0,0,0,0,67,0,26,0,0
26727,42.0,357.0,966.0,27.0,3.0,202301181500,202301181600,1011.0,3.0,384.0,1395.0,72,0,0,0,0,69,0,25,0,0
26728,50.0,396.0,923.0,37.0,2.0,202301181600,202301181700,975.0,2.0,433.0,1408.0,69,0,0,0,0,65,0,28,0,0
26729,41.0,400.0,880.0,26.0,1.0,202301181700,202301181800,922.0,1.0,426.0,1348.0,68,0,0,0,0,65,0,29,0,0
26730,38.0,388.0,702.0,21.0,3.0,202301181800,202301181900,743.0,3.0,409.0,1152.0,64,0,0,0,0,60,0,33,0,0
26731,36.0,377.0,693.0,20.0,11.0,202301181900,202301182000,740.0,11.0,397.0,1137.0,65,1,0,0,0,60,0,33,0,0
26732,36.0,325.0,709.0,22.0,23.0,202301182000,202301182100,768.0,23.0,347.0,1115.0,69,2,2,0,0,63,0,29,0,0
26733,37.0,307.0,703.0,23.0,34.0,202301182100,202301182200,774.0,34.0,330.0,1104.0,70,3,3,0,0,63,0,27,0,0
26734,38.0,300.0,741.0,25.0,29.0,202301182200,202301182300,808.0,29.0,325.0,1133.0,71,3,2,0,0,65,0,26,0,0
26735,32.0,301.0,613.0,19.0,33.0,202301182300,202301190000,678.0,33.0,320.0,998.0,68,3,3,0,0,61,0,30,0,0
26736,32.0,302.0,605.0,19.0,50.0,202301190000,202301190100,687.0,50.0,321.0,1008.0,68,5,4,0,0,60,0,29,0,0
26737,31.0,301.0,573.0,19.0,38.0,202301190100,202301190200,642.0,38.0,320.0,962.0,67,4,3,0,0,59,0,31,0,0
26738,32.0,301.0,584.0,19.0,38.0,202301190200,202301190300,654.0,38.0,320.0,974.0,67,4,3,0,0,59,0,30,0,0
26739,34.0,300.0,584.0,20.0,34.0,202301190300,202301190400,652.0,34.0,320.0,972.0,67,3,3,0,0,60,0,30,0,0
26740,36.0,311.0,600.0,20.0,25.0,202301190400,202301190500,661.0,25.0,331.0,992.0,67,3,2,0,0,60,0,31,0,0
26741,36.0,353.0,826.0,20.0,23.0,202301190500,202301190600,885.0,23.0,373.0,1258.0,70,2,1,0,0,65,0,28,0,0
26742,39.0,402.0,850.0,24.0,26.0,202301190600,202301190700,915.0,26.0,426.0,1341.0,68,2,1,0,0,63,0,29,0,0
26743,41.0,405.0,851.0,26.0,25.0,202301190700,202301190800,917.0,25.0,431.0,1348.0,68,2,1,0,0,63,0,30,0,0
26744,37.0,405.0,852.0,21.0,17.0,202301190800,202301190900,906.0,17.0,426.0,1332.0,68,1,1,0,0,63,0,30,0,0
26745,38.0,407.0,870.0,22.0,13.0,202301190900,202301191000,921.0,13.0,429.0,1350.0,68,1,0,0,0,64,0,30,0,0
26746,50.0,406.0,799.0,37.0,14.0,202301191000,202301191100,863.0,14.0,443.0,1306.0,66,1,1,0,0,61,0,31,0,0
26747,48.0,405.0,797.0,35.0,13.0,202301191100,202301191200,858.0,13.0,440.0,1298.0,66,1,1,0,0,61,0,31,0,0
26748,51.0,405.0,899.0,41.0,12.0,202301191200,202301191300,962.0,12.0,446.0,1408.0,68,1,0,0,0,63,0,28,0,0
26749,45.0,406.0,1146.0,31.0,7.0,202301191300,202301191400,1198.0,7.0,437.0,1635.0,73,0,0,0,0,70,0,24,0,0
26750,42.0,406.0,1146.0,27.0,9.0,202301191400,202301191500,1197.0,9.0,433.0,1630.0,73,1,0,0,0,70,0,24,0,0
26751,43.0,406.0,1151.0,27.0,8.0,202301191500,202301191600,1202.0,8.0,433.0,1635.0,74,0,0,0,0,70,0,24,0,0
26752,46.0,406.0,1150.0,32.0,13.0,202301191600,202301191700,1209.0,13.0,438.0,1647.0,73,1,0,0,0,69,0,24,0,0
26753,44.0,406.0,919.0,29.0,18.0,202301191700,202301191800,981.0,18.0,435.0,1416.0,69,1,1,0,0,64,0,28,0,0
26754,41.0,402.0,828.0,26.0,14.0,202301191800,202301191900,883.0,14.0,428.0,1311.0,67,1,1,0,0,63,0,30,0,0
26755,37.0,255.0,817.0,21.0,10.0,202301191900,202301192000,864.0,10.0,276.0,1140.0,76,1,0,0,0,71,0,22,0,0
26756,38.0,158.0,817.0,22.0,2.0,202301192000,202301192100,857.0,2.0,180.0,1037.0,83,0,0,0,0,78,0,15,0,0
26757,36.0,157.0,818.0,20.0,1.0,202301192100,202301192200,855.0,1.0,177.0,1032.0,83,0,0,0,0,79,0,15,0,0
26758,35.0,150.0,799.0,20.0,0.0,202301192200,202301192300,834.0,0.0,170.0,1004.0,83,0,0,0,0,79,0,14,0,0
26759,38.0,150.0,799.0,25.0,0.0,202301192300,202301200000,837.0,0.0,175.0,1012.0,83,0,0,0,0,78,0,14,0,0
26760,33.0,151.0,799.0,19.0,0.0,202301200000,202301200100,832.0,0.0,170.0,1002.0,83,0,0,0,0,79,0,15,0,0
26761,33.0,151.0,798.0,19.0,0.0,202301200100,202301200200,831.0,0.0,170.0,1001.0,83,0,0,0,0,79,0,15,0,0
26762,33.0,151.0,798.0,19.0,0.0,202301200200,202301200300,831.0,0.0,170.0,1001.0,83,0,0,0,0,79,0,15,0,0
26763,35.0,151.0,798.0,21.0,0.0,202301200300,202301200400,833.0,0.0,172.0,1005.0,83,0,0,0,0,79,0,15,0,0
26764,35.0,158.0,804.0,19.0,0.0,202301200400,202301200500,839.0,0.0,177.0,1016.0,83,0,0,0,0,79,0,15,0,0
26765,42.0,282.0,932.0,27.0,0.0,202301200500,202301200600,974.0,0.0,309.0,1283.0,76,0,0,0,0,72,0,21,0,0
26766,38.0,347.0,1066.0,22.0,0.0,202301200600,202301200700,1104.0,0.0,369.0,1473.0,75,0,0,0,0,72,0,23,0,0
26767,40.0,347.0,1078.0,25.0,0.0,202301200700,202301200800,1118.0,0.0,372.0,1490.0,75,0,0,0,0,72,0,23,0,0
26768,40.0,347.0,1077.0,24.0,0.0,202301200800,202301200900,1117.0,0.0,371.0,1488.0,75,0,0,0,0,72,0,23,0,0
26769,37.0,347.0,1064.0,21.0,0.0,202301200900,202301201000,1101.0,0.0,368.0,1469.0,75,0,0,0,0,72,0,23,0,0
26770,37.0,348.0,983.0,21.0,0.0,202301201000,202301201100,1020.0,0.0,369.0,1389.0,73,0,0,0,0,70,0,25,0,0
26771,36.0,347.0,983.0,21.0,0.0,202301201100,202301201200,1019.0,0.0,368.0,1387.0,73,0,0,0,0,70,0,25,0,0
26772,36.0,349.0,1013.0,21.0,0.0,202301201200,202301201300,1049.0,0.0,370.0,1419.0,74,0,0,0,0,71,0,24,0,0
26773,37.0,407.0,948.0,21.0,0.0,202301201300,202301201400,985.0,0.0,428.0,1413.0,70,0,0,0,0,67,0,28,0,0
26774,37.0,407.0,951.0,21.0,0.0,202301201400,202301201500,988.0,0.0,428.0,1416.0,70,0,0,0,0,67,0,28,0,0
26775,37.0,407.0,916.0,21.0,0.0,202301201500,202301201600,953.0,0.0,428.0,1381.0,69,0,0,0,0,66,0,29,0,0
26776,38.0,407.0,930.0,21.0,0.0,202301201600,202301201700,968.0,0.0,428.0,1396.0,69,0,0,0,0,66,0,29,0,0
26777,37.0,405.0,915.0,21.0,0.0,202301201700,202301201800,952.0,0.0,426.0,1378.0,69,0,0,0,0,66,0,29,0,0
26778,38.0,347.0,848.0,22.0,0.0,202301201800,202301201900,886.0,0.0,369.0,1255.0,71,0,0,0,0,67,0,27,0,0
26779,38.0,323.0,873.0,22.0,0.0,202301201900,202301202000,911.0,0.0,345.0,1256.0,73,0,0,0,0,69,0,25,0,0
26780,36.0,229.0,893.0,19.0,0.0,202301202000,202301202100,929.0,0.0,248.0,1177.0,79,0,0,0,0,75,0,19,0,0
26781,34.0,170.0,892.0,19.0,0.0,202301202100,202301202200,926.0,0.0,189.0,1115.0,83,0,0,0,0,80,0,15,0,0
