,Biomass,Fossil Gas,Hydro Run-of-river and poundage,Other,Wind Onshore,startTime,endTime,renewableTotal,renewableTotalWS,nonRenewableTotal,total,percentRenewable,percentRenewableWS,Wind_per,Solar_per,Nuclear_per,Hydroelectricity_per,Geothermal_per,Natural Gas_per,Petroleum_per,Coal_per
5862,48.0,437.0,318.0,58.0,3.0,202009010600,202009010700,369.0,3.0,495.0,864.0,43,0,0,0,0,36,0,50,0,0
5863,48.0,435.0,235.0,58.0,1.0,202009010700,202009010800,284.0,1.0,493.0,777.0,37,0,0,0,0,30,0,55,0,0
5864,48.0,433.0,191.0,58.0,5.0,202009010800,202009010900,244.0,5.0,491.0,735.0,33,1,0,0,0,25,0,58,0,0
5865,48.0,433.0,167.0,59.0,10.0,202009010900,202009011000,225.0,10.0,492.0,717.0,31,1,1,0,0,23,0,60,0,0
5866,48.0,434.0,76.0,59.0,10.0,202009011000,202009011100,134.0,10.0,493.0,627.0,21,2,1,0,0,12,0,69,0,0
5867,48.0,418.0,49.0,58.0,10.0,202009011100,202009011200,107.0,10.0,476.0,583.0,18,2,1,0,0,8,0,71,0,0
5868,48.0,413.0,0.0,58.0,8.0,202009011200,202009011300,56.0,8.0,471.0,527.0,11,2,1,0,0,0,0,78,0,0
5869,48.0,413.0,0.0,58.0,10.0,202009011300,202009011400,58.0,10.0,471.0,529.0,11,2,1,0,0,0,0,78,0,0
5870,48.0,413.0,0.0,58.0,12.0,202009011400,202009011500,60.0,12.0,471.0,531.0,11,2,2,0,0,0,0,77,0,0
5871,48.0,432.0,0.0,58.0,11.0,202009011500,202009011600,59.0,11.0,490.0,549.0,11,2,2,0,0,0,0,78,0,0
5872,48.0,433.0,152.0,58.0,14.0,202009011600,202009011700,214.0,14.0,491.0,705.0,30,2,1,0,0,21,0,61,0,0
5873,48.0,430.0,176.0,58.0,11.0,202009011700,202009011800,235.0,11.0,488.0,723.0,33,2,1,0,0,24,0,59,0,0
5874,48.0,318.0,309.0,58.0,13.0,202009011800,202009011900,370.0,13.0,376.0,746.0,50,2,1,0,0,41,0,42,0,0
5875,47.0,210.0,14.0,58.0,14.0,202009011900,202009012000,75.0,14.0,268.0,343.0,22,4,4,0,0,4,0,61,0,0
5876,47.0,202.0,0.0,57.0,16.0,202009012000,202009012100,63.0,16.0,259.0,322.0,20,5,4,0,0,0,0,62,0,0
5877,46.0,201.0,0.0,57.0,19.0,202009012100,202009012200,65.0,19.0,258.0,323.0,20,6,5,0,0,0,0,62,0,0
5878,46.0,193.0,0.0,56.0,18.0,202009012200,202009012300,64.0,18.0,249.0,313.0,20,6,5,0,0,0,0,61,0,0
5879,47.0,194.0,0.0,57.0,18.0,202009012300,202009020000,65.0,18.0,251.0,316.0,21,6,5,0,0,0,0,61,0,0
5880,46.0,194.0,0.0,56.0,15.0,202009020000,202009020100,61.0,15.0,250.0,311.0,20,5,4,0,0,0,0,62,0,0
5881,46.0,194.0,0.0,56.0,15.0,202009020100,202009020200,61.0,15.0,250.0,311.0,20,5,4,0,0,0,0,62,0,0
5882,46.0,196.0,0.0,57.0,14.0,202009020200,202009020300,60.0,14.0,253.0,313.0,19,4,4,0,0,0,0,62,0,0
5883,47.0,207.0,0.0,58.0,15.0,202009020300,202009020400,62.0,15.0,265.0,327.0,19,5,4,0,0,0,0,63,0,0
5884,47.0,327.0,113.0,57.0,14.0,202009020400,202009020500,174.0,14.0,384.0,558.0,31,3,2,0,0,20,0,58,0,0
5885,47.0,436.0,320.0,58.0,13.0,202009020500,202009020600,380.0,13.0,494.0,874.0,43,1,1,0,0,36,0,49,0,0
5886,48.0,437.0,704.0,58.0,10.0,202009020600,202009020700,762.0,10.0,495.0,1257.0,61,1,0,0,0,56,0,34,0,0
5887,48.0,434.0,384.0,58.0,9.0,202009020700,202009020800,441.0,9.0,492.0,933.0,47,1,0,0,0,41,0,46,0,0
5888,48.0,431.0,50.0,58.0,13.0,202009020800,202009020900,111.0,13.0,489.0,600.0,18,2,2,0,0,8,0,71,0,0
5889,48.0,432.0,0.0,59.0,14.0,202009020900,202009021000,62.0,14.0,491.0,553.0,11,3,2,0,0,0,0,78,0,0
5890,48.0,432.0,0.0,59.0,14.0,202009021000,202009021100,62.0,14.0,491.0,553.0,11,3,2,0,0,0,0,78,0,0
5891,48.0,432.0,0.0,58.0,19.0,202009021100,202009021200,67.0,19.0,490.0,557.0,12,3,3,0,0,0,0,77,0,0
5892,47.0,432.0,0.0,58.0,21.0,202009021200,202009021300,68.0,21.0,490.0,558.0,12,4,3,0,0,0,0,77,0,0
5893,47.0,432.0,0.0,58.0,20.0,202009021300,202009021400,67.0,20.0,490.0,557.0,12,4,3,0,0,0,0,77,0,0
5894,47.0,431.0,14.0,58.0,14.0,202009021400,202009021500,75.0,14.0,489.0,564.0,13,2,2,0,0,2,0,76,0,0
5895,47.0,432.0,118.0,58.0,11.0,202009021500,202009021600,176.0,11.0,490.0,666.0,26,2,1,0,0,17,0,64,0,0
5896,47.0,433.0,280.0,58.0,8.0,202009021600,202009021700,335.0,8.0,491.0,826.0,41,1,0,0,0,33,0,52,0,0
5897,48.0,432.0,464.0,58.0,5.0,202009021700,202009021800,517.0,5.0,490.0,1007.0,51,0,0,0,0,46,0,42,0,0
5898,52.0,432.0,458.0,64.0,4.0,202009021800,202009021900,514.0,4.0,496.0,1010.0,51,0,0,0,0,45,0,42,0,0
5899,48.0,433.0,41.0,59.0,3.0,202009021900,202009022000,92.0,3.0,492.0,584.0,16,1,0,0,0,7,0,74,0,0
5900,47.0,432.0,3.0,58.0,1.0,202009022000,202009022100,51.0,1.0,490.0,541.0,9,0,0,0,0,0,0,79,0,0
5901,47.0,304.0,132.0,57.0,2.0,202009022100,202009022200,181.0,2.0,361.0,542.0,33,0,0,0,0,24,0,56,0,0
5902,47.0,197.0,0.0,57.0,2.0,202009022200,202009022300,49.0,2.0,254.0,303.0,16,1,0,0,0,0,0,65,0,0
5903,46.0,183.0,0.0,56.0,2.0,202009022300,202009030000,48.0,2.0,239.0,287.0,17,1,0,0,0,0,0,63,0,0
5904,46.0,181.0,0.0,56.0,2.0,202009030000,202009030100,48.0,2.0,237.0,285.0,17,1,0,0,0,0,0,63,0,0
5905,46.0,183.0,0.0,57.0,2.0,202009030100,202009030200,48.0,2.0,240.0,288.0,17,1,0,0,0,0,0,63,0,0
5906,46.0,184.0,0.0,57.0,2.0,202009030200,202009030300,48.0,2.0,241.0,289.0,17,1,0,0,0,0,0,63,0,0
5907,47.0,210.0,3.0,57.0,3.0,202009030300,202009030400,53.0,3.0,267.0,320.0,17,1,0,0,0,0,0,65,0,0
5908,47.0,299.0,184.0,58.0,3.0,202009030400,202009030500,234.0,3.0,357.0,591.0,40,1,0,0,0,31,0,50,0,0
5909,48.0,430.0,340.0,58.0,2.0,202009030500,202009030600,390.0,2.0,488.0,878.0,44,0,0,0,0,38,0,48,0,0
5910,48.0,435.0,606.0,58.0,1.0,202009030600,202009030700,655.0,1.0,493.0,1148.0,57,0,0,0,0,52,0,37,0,0
5911,48.0,432.0,299.0,59.0,3.0,202009030700,202009030800,350.0,3.0,491.0,841.0,42,0,0,0,0,35,0,51,0,0
5912,48.0,430.0,148.0,59.0,7.0,202009030800,202009030900,203.0,7.0,489.0,692.0,29,1,1,0,0,21,0,62,0,0
5913,48.0,432.0,127.0,58.0,10.0,202009030900,202009031000,185.0,10.0,490.0,675.0,27,1,1,0,0,18,0,64,0,0
5914,48.0,431.0,126.0,58.0,8.0,202009031000,202009031100,182.0,8.0,489.0,671.0,27,1,1,0,0,18,0,64,0,0
5915,48.0,432.0,92.0,58.0,15.0,202009031100,202009031200,155.0,15.0,490.0,645.0,24,2,2,0,0,14,0,66,0,0
5916,48.0,433.0,0.0,58.0,9.0,202009031200,202009031300,57.0,9.0,491.0,548.0,10,2,1,0,0,0,0,79,0,0
5917,48.0,433.0,0.0,58.0,10.0,202009031300,202009031400,58.0,10.0,491.0,549.0,11,2,1,0,0,0,0,78,0,0
5918,48.0,432.0,0.0,58.0,9.0,202009031400,202009031500,57.0,9.0,490.0,547.0,10,2,1,0,0,0,0,78,0,0
5919,48.0,338.0,192.0,58.0,3.0,202009031500,202009031600,243.0,3.0,396.0,639.0,38,0,0,0,0,30,0,52,0,0
5920,48.0,303.0,266.0,58.0,3.0,202009031600,202009031700,317.0,3.0,361.0,678.0,47,0,0,0,0,39,0,44,0,0
5921,48.0,300.0,360.0,58.0,8.0,202009031700,202009031800,416.0,8.0,358.0,774.0,54,1,1,0,0,46,0,38,0,0
5922,48.0,251.0,208.0,58.0,10.0,202009031800,202009031900,266.0,10.0,309.0,575.0,46,2,1,0,0,36,0,43,0,0
5923,48.0,202.0,9.0,58.0,10.0,202009031900,202009032000,67.0,10.0,260.0,327.0,20,3,3,0,0,2,0,61,0,0
5924,47.0,203.0,0.0,58.0,11.0,202009032000,202009032100,58.0,11.0,261.0,319.0,18,3,3,0,0,0,0,63,0,0
5925,47.0,198.0,0.0,57.0,8.0,202009032100,202009032200,55.0,8.0,255.0,310.0,18,3,2,0,0,0,0,63,0,0
5926,46.0,183.0,0.0,57.0,9.0,202009032200,202009032300,55.0,9.0,240.0,295.0,19,3,3,0,0,0,0,62,0,0
5927,46.0,183.0,0.0,57.0,14.0,202009032300,202009040000,60.0,14.0,240.0,300.0,20,5,4,0,0,0,0,61,0,0
5928,46.0,181.0,0.0,56.0,20.0,202009040000,202009040100,66.0,20.0,237.0,303.0,22,7,6,0,0,0,0,59,0,0
5929,46.0,183.0,0.0,57.0,14.0,202009040100,202009040200,60.0,14.0,240.0,300.0,20,5,4,0,0,0,0,61,0,0
5930,46.0,190.0,0.0,57.0,10.0,202009040200,202009040300,56.0,10.0,247.0,303.0,18,3,3,0,0,0,0,62,0,0
5931,47.0,208.0,4.0,57.0,10.0,202009040300,202009040400,61.0,10.0,265.0,326.0,19,3,3,0,0,1,0,63,0,0
5932,47.0,300.0,139.0,58.0,12.0,202009040400,202009040500,198.0,12.0,358.0,556.0,36,2,2,0,0,25,0,53,0,0
5933,48.0,433.0,0.0,58.0,13.0,202009040500,202009040600,61.0,13.0,491.0,552.0,11,2,2,0,0,0,0,78,0,0
5934,48.0,435.0,13.0,58.0,15.0,202009040600,202009040700,76.0,15.0,493.0,569.0,13,3,2,0,0,2,0,76,0,0
5935,48.0,432.0,264.0,59.0,21.0,202009040700,202009040800,333.0,21.0,491.0,824.0,40,3,2,0,0,32,0,52,0,0
5936,48.0,432.0,287.0,59.0,20.0,202009040800,202009040900,355.0,20.0,491.0,846.0,42,2,2,0,0,33,0,51,0,0
5937,48.0,402.0,199.0,59.0,23.0,202009040900,202009041000,270.0,23.0,461.0,731.0,37,3,3,0,0,27,0,54,0,0
5938,48.0,400.0,282.0,59.0,25.0,202009041000,202009041100,355.0,25.0,459.0,814.0,44,3,3,0,0,34,0,49,0,0
5939,48.0,341.0,92.0,59.0,19.0,202009041100,202009041200,159.0,19.0,400.0,559.0,28,3,3,0,0,16,0,61,0,0
5940,46.0,303.0,0.0,56.0,21.0,202009041200,202009041300,67.0,21.0,359.0,426.0,16,5,4,0,0,0,0,71,0,0
5941,46.0,302.0,0.0,56.0,30.0,202009041300,202009041400,76.0,30.0,358.0,434.0,18,7,6,0,0,0,0,69,0,0
5942,46.0,309.0,0.0,56.0,31.0,202009041400,202009041500,77.0,31.0,365.0,442.0,17,7,7,0,0,0,0,69,0,0
5943,46.0,430.0,25.0,57.0,28.0,202009041500,202009041600,99.0,28.0,487.0,586.0,17,5,4,0,0,4,0,73,0,0
5944,47.0,432.0,3.0,57.0,19.0,202009041600,202009041700,69.0,19.0,489.0,558.0,12,3,3,0,0,0,0,77,0,0
5945,47.0,431.0,223.0,58.0,12.0,202009041700,202009041800,282.0,12.0,489.0,771.0,37,2,1,0,0,28,0,55,0,0
5946,47.0,401.0,142.0,58.0,9.0,202009041800,202009041900,198.0,9.0,459.0,657.0,30,1,1,0,0,21,0,61,0,0
5947,47.0,217.0,0.0,58.0,15.0,202009041900,202009042000,62.0,15.0,275.0,337.0,18,4,4,0,0,0,0,64,0,0
5948,47.0,125.0,87.0,58.0,13.0,202009042000,202009042100,147.0,13.0,183.0,330.0,45,4,3,0,0,26,0,37,0,0
5949,47.0,45.0,152.0,57.0,11.0,202009042100,202009042200,210.0,11.0,102.0,312.0,67,4,3,0,0,48,0,14,0,0
5950,46.0,32.0,5.0,57.0,7.0,202009042200,202009042300,58.0,7.0,89.0,147.0,39,5,4,0,0,3,0,21,0,0
5951,45.0,32.0,0.0,56.0,7.0,202009042300,202009050000,52.0,7.0,88.0,140.0,37,5,5,0,0,0,0,22,0,0
5952,45.0,32.0,0.0,55.0,9.0,202009050000,202009050100,54.0,9.0,87.0,141.0,38,6,6,0,0,0,0,22,0,0
5953,45.0,32.0,0.0,54.0,6.0,202009050100,202009050200,51.0,6.0,86.0,137.0,37,4,4,0,0,0,0,23,0,0
5954,45.0,32.0,0.0,55.0,6.0,202009050200,202009050300,51.0,6.0,87.0,138.0,37,4,4,0,0,0,0,23,0,0
5955,45.0,35.0,0.0,56.0,6.0,202009050300,202009050400,51.0,6.0,91.0,142.0,36,4,4,0,0,0,0,24,0,0
5956,46.0,36.0,0.0,56.0,5.0,202009050400,202009050500,51.0,5.0,92.0,143.0,36,3,3,0,0,0,0,25,0,0
5957,47.0,34.0,0.0,58.0,8.0,202009050500,202009050600,55.0,8.0,92.0,147.0,37,5,5,0,0,0,0,23,0,0
5958,48.0,32.0,0.0,59.0,11.0,202009050600,202009050700,59.0,11.0,91.0,150.0,39,7,7,0,0,0,0,21,0,0
5959,46.0,32.0,0.0,57.0,13.0,202009050700,202009050800,59.0,13.0,89.0,148.0,40,9,8,0,0,0,0,21,0,0
5960,46.0,32.0,0.0,57.0,23.0,202009050800,202009050900,69.0,23.0,89.0,158.0,44,15,14,0,0,0,0,20,0,0
5961,46.0,32.0,0.0,57.0,28.0,202009050900,202009051000,74.0,28.0,89.0,163.0,45,17,17,0,0,0,0,19,0,0
5962,46.0,32.0,0.0,57.0,19.0,202009051000,202009051100,65.0,19.0,89.0,154.0,42,12,12,0,0,0,0,20,0,0
5963,46.0,32.0,0.0,57.0,18.0,202009051100,202009051200,64.0,18.0,89.0,153.0,42,12,11,0,0,0,0,20,0,0
5964,47.0,33.0,0.0,57.0,5.0,202009051200,202009051300,52.0,5.0,90.0,142.0,37,4,3,0,0,0,0,23,0,0
5965,47.0,34.0,0.0,57.0,2.0,202009051300,202009051400,49.0,2.0,91.0,140.0,35,1,1,0,0,0,0,24,0,0
5966,47.0,34.0,0.0,58.0,2.0,202009051400,202009051500,49.0,2.0,92.0,141.0,35,1,1,0,0,0,0,24,0,0
5967,47.0,34.0,0.0,58.0,2.0,202009051500,202009051600,49.0,2.0,92.0,141.0,35,1,1,0,0,0,0,24,0,0
5968,48.0,33.0,0.0,58.0,3.0,202009051600,202009051700,51.0,3.0,91.0,142.0,36,2,2,0,0,0,0,23,0,0
5969,48.0,32.0,0.0,59.0,6.0,202009051700,202009051800,54.0,6.0,91.0,145.0,37,4,4,0,0,0,0,22,0,0
5970,48.0,37.0,0.0,59.0,6.0,202009051800,202009051900,54.0,6.0,96.0,150.0,36,4,4,0,0,0,0,24,0,0
5971,48.0,49.0,0.0,59.0,9.0,202009051900,202009052000,57.0,9.0,108.0,165.0,35,5,5,0,0,0,0,29,0,0
5972,48.0,43.0,0.0,59.0,7.0,202009052000,202009052100,55.0,7.0,102.0,157.0,35,4,4,0,0,0,0,27,0,0
5973,48.0,42.0,0.0,58.0,7.0,202009052100,202009052200,55.0,7.0,100.0,155.0,35,5,4,0,0,0,0,27,0,0
5974,47.0,32.0,44.0,58.0,6.0,202009052200,202009052300,97.0,6.0,90.0,187.0,52,3,3,0,0,23,0,17,0,0
5975,47.0,32.0,0.0,57.0,6.0,202009052300,202009060000,53.0,6.0,89.0,142.0,37,4,4,0,0,0,0,22,0,0
5976,46.0,32.0,0.0,57.0,5.0,202009060000,202009060100,51.0,5.0,89.0,140.0,36,4,3,0,0,0,0,22,0,0
5977,46.0,32.0,0.0,56.0,4.0,202009060100,202009060200,50.0,4.0,88.0,138.0,36,3,2,0,0,0,0,23,0,0
5978,46.0,34.0,0.0,57.0,2.0,202009060200,202009060300,48.0,2.0,91.0,139.0,35,1,1,0,0,0,0,24,0,0
5979,46.0,41.0,0.0,57.0,1.0,202009060300,202009060400,47.0,1.0,98.0,145.0,32,1,0,0,0,0,0,28,0,0
5980,47.0,42.0,0.0,57.0,2.0,202009060400,202009060500,49.0,2.0,99.0,148.0,33,1,1,0,0,0,0,28,0,0
5981,47.0,46.0,0.0,57.0,2.0,202009060500,202009060600,49.0,2.0,103.0,152.0,32,1,1,0,0,0,0,30,0,0
5982,47.0,46.0,0.0,58.0,1.0,202009060600,202009060700,48.0,1.0,104.0,152.0,32,1,0,0,0,0,0,30,0,0
5983,47.0,47.0,0.0,58.0,5.0,202009060700,202009060800,52.0,5.0,105.0,157.0,33,3,3,0,0,0,0,29,0,0
5984,47.0,47.0,0.0,57.0,12.0,202009060800,202009060900,59.0,12.0,104.0,163.0,36,7,7,0,0,0,0,28,0,0
5985,47.0,46.0,0.0,57.0,10.0,202009060900,202009061000,57.0,10.0,103.0,160.0,36,6,6,0,0,0,0,28,0,0
5986,49.0,43.0,0.0,60.0,11.0,202009061000,202009061100,60.0,11.0,103.0,163.0,37,7,6,0,0,0,0,26,0,0
5987,47.0,44.0,0.0,57.0,16.0,202009061100,202009061200,63.0,16.0,101.0,164.0,38,10,9,0,0,0,0,26,0,0
5988,48.0,43.0,0.0,58.0,11.0,202009061200,202009061300,59.0,11.0,101.0,160.0,37,7,6,0,0,0,0,26,0,0
5989,48.0,43.0,0.0,59.0,8.0,202009061300,202009061400,56.0,8.0,102.0,158.0,35,5,5,0,0,0,0,27,0,0
5990,48.0,43.0,0.0,59.0,14.0,202009061400,202009061500,62.0,14.0,102.0,164.0,38,9,8,0,0,0,0,26,0,0
5991,48.0,46.0,0.0,59.0,19.0,202009061500,202009061600,67.0,19.0,105.0,172.0,39,11,11,0,0,0,0,26,0,0
5992,49.0,46.0,0.0,59.0,13.0,202009061600,202009061700,62.0,13.0,105.0,167.0,37,8,7,0,0,0,0,27,0,0
5993,49.0,45.0,0.0,59.0,12.0,202009061700,202009061800,61.0,12.0,104.0,165.0,37,7,7,0,0,0,0,27,0,0
5994,49.0,44.0,0.0,60.0,10.0,202009061800,202009061900,59.0,10.0,104.0,163.0,36,6,6,0,0,0,0,26,0,0
5995,49.0,52.0,0.0,59.0,9.0,202009061900,202009062000,58.0,9.0,111.0,169.0,34,5,5,0,0,0,0,30,0,0
5996,49.0,52.0,0.0,59.0,8.0,202009062000,202009062100,57.0,8.0,111.0,168.0,34,5,4,0,0,0,0,30,0,0
5997,48.0,52.0,0.0,59.0,8.0,202009062100,202009062200,56.0,8.0,111.0,167.0,34,5,4,0,0,0,0,31,0,0
5998,48.0,49.0,0.0,58.0,5.0,202009062200,202009062300,53.0,5.0,107.0,160.0,33,3,3,0,0,0,0,30,0,0
5999,48.0,38.0,0.0,58.0,3.0,202009062300,202009070000,51.0,3.0,96.0,147.0,35,2,2,0,0,0,0,25,0,0
6000,47.0,33.0,0.0,58.0,3.0,202009070000,202009070100,50.0,3.0,91.0,141.0,35,2,2,0,0,0,0,23,0,0
6001,47.0,35.0,0.0,58.0,4.0,202009070100,202009070200,51.0,4.0,93.0,144.0,35,3,2,0,0,0,0,24,0,0
6002,47.0,65.0,0.0,58.0,9.0,202009070200,202009070300,56.0,9.0,123.0,179.0,31,5,5,0,0,0,0,36,0,0
6003,48.0,89.0,46.0,58.0,14.0,202009070300,202009070400,108.0,14.0,147.0,255.0,42,5,5,0,0,18,0,34,0,0
6004,48.0,127.0,84.0,58.0,11.0,202009070400,202009070500,143.0,11.0,185.0,328.0,44,3,3,0,0,25,0,38,0,0
6005,48.0,190.0,651.0,59.0,11.0,202009070500,202009070600,710.0,11.0,249.0,959.0,74,1,1,0,0,67,0,19,0,0
6006,48.0,359.0,831.0,59.0,11.0,202009070600,202009070700,890.0,11.0,418.0,1308.0,68,1,0,0,0,63,0,27,0,0
6007,48.0,431.0,585.0,59.0,7.0,202009070700,202009070800,640.0,7.0,490.0,1130.0,57,1,0,0,0,51,0,38,0,0
6008,48.0,432.0,274.0,59.0,9.0,202009070800,202009070900,331.0,9.0,491.0,822.0,40,1,1,0,0,33,0,52,0,0
6009,48.0,431.0,265.0,59.0,6.0,202009070900,202009071000,319.0,6.0,490.0,809.0,39,1,0,0,0,32,0,53,0,0
6010,48.0,432.0,363.0,59.0,3.0,202009071000,202009071100,414.0,3.0,491.0,905.0,46,0,0,0,0,40,0,47,0,0
6011,48.0,432.0,363.0,59.0,6.0,202009071100,202009071200,417.0,6.0,491.0,908.0,46,1,0,0,0,39,0,47,0,0
6012,48.0,432.0,3.0,59.0,8.0,202009071200,202009071300,59.0,8.0,491.0,550.0,11,1,1,0,0,0,0,78,0,0
6013,48.0,431.0,0.0,59.0,11.0,202009071300,202009071400,59.0,11.0,490.0,549.0,11,2,2,0,0,0,0,78,0,0
6014,48.0,431.0,0.0,59.0,10.0,202009071400,202009071500,58.0,10.0,490.0,548.0,11,2,1,0,0,0,0,78,0,0
6015,48.0,432.0,0.0,59.0,8.0,202009071500,202009071600,56.0,8.0,491.0,547.0,10,1,1,0,0,0,0,78,0,0
6016,48.0,433.0,5.0,59.0,5.0,202009071600,202009071700,58.0,5.0,492.0,550.0,11,1,0,0,0,0,0,78,0,0
6017,48.0,342.0,452.0,59.0,2.0,202009071700,202009071800,502.0,2.0,401.0,903.0,56,0,0,0,0,50,0,37,0,0
6018,48.0,210.0,457.0,59.0,4.0,202009071800,202009071900,509.0,4.0,269.0,778.0,65,1,0,0,0,58,0,26,0,0
6019,48.0,92.0,101.0,59.0,2.0,202009071900,202009072000,151.0,2.0,151.0,302.0,50,1,0,0,0,33,0,30,0,0
6020,48.0,33.0,140.0,59.0,2.0,202009072000,202009072100,190.0,2.0,92.0,282.0,67,1,0,0,0,49,0,11,0,0
6021,48.0,33.0,103.0,58.0,1.0,202009072100,202009072200,152.0,1.0,91.0,243.0,63,0,0,0,0,42,0,13,0,0
6022,48.0,33.0,15.0,58.0,1.0,202009072200,202009072300,64.0,1.0,91.0,155.0,41,1,0,0,0,9,0,21,0,0
6023,48.0,33.0,0.0,58.0,2.0,202009072300,202009080000,50.0,2.0,91.0,141.0,35,1,1,0,0,0,0,23,0,0
6024,49.0,33.0,0.0,59.0,3.0,202009080000,202009080100,52.0,3.0,92.0,144.0,36,2,2,0,0,0,0,22,0,0
6025,49.0,33.0,0.0,59.0,7.0,202009080100,202009080200,56.0,7.0,92.0,148.0,38,5,4,0,0,0,0,22,0,0
6026,48.0,36.0,0.0,58.0,11.0,202009080200,202009080300,59.0,11.0,94.0,153.0,39,7,7,0,0,0,0,23,0,0
6027,48.0,42.0,0.0,58.0,10.0,202009080300,202009080400,58.0,10.0,100.0,158.0,37,6,6,0,0,0,0,26,0,0
6028,48.0,47.0,0.0,59.0,11.0,202009080400,202009080500,59.0,11.0,106.0,165.0,36,7,6,0,0,0,0,28,0,0
6029,48.0,53.0,25.0,59.0,17.0,202009080500,202009080600,90.0,17.0,112.0,202.0,45,8,8,0,0,12,0,26,0,0
6030,48.0,53.0,3.0,59.0,20.0,202009080600,202009080700,71.0,20.0,112.0,183.0,39,11,10,0,0,1,0,28,0,0
6031,48.0,54.0,0.0,59.0,34.0,202009080700,202009080800,82.0,34.0,113.0,195.0,42,17,17,0,0,0,0,27,0,0
6032,48.0,54.0,0.0,59.0,39.0,202009080800,202009080900,87.0,39.0,113.0,200.0,44,20,19,0,0,0,0,27,0,0
6033,48.0,53.0,0.0,59.0,49.0,202009080900,202009081000,97.0,49.0,112.0,209.0,46,23,23,0,0,0,0,25,0,0
6034,48.0,54.0,0.0,59.0,47.0,202009081000,202009081100,95.0,47.0,113.0,208.0,46,23,22,0,0,0,0,25,0,0
6035,48.0,54.0,0.0,59.0,52.0,202009081100,202009081200,100.0,52.0,113.0,213.0,47,24,24,0,0,0,0,25,0,0
6036,48.0,54.0,0.0,58.0,53.0,202009081200,202009081300,101.0,53.0,112.0,213.0,47,25,24,0,0,0,0,25,0,0
6037,48.0,54.0,0.0,58.0,52.0,202009081300,202009081400,100.0,52.0,112.0,212.0,47,25,24,0,0,0,0,25,0,0
6038,48.0,53.0,1.0,58.0,50.0,202009081400,202009081500,99.0,50.0,111.0,210.0,47,24,23,0,0,0,0,25,0,0
6039,48.0,53.0,34.0,58.0,47.0,202009081500,202009081600,129.0,47.0,111.0,240.0,54,20,19,0,0,14,0,22,0,0
6040,48.0,53.0,51.0,58.0,43.0,202009081600,202009081700,142.0,43.0,111.0,253.0,56,17,16,0,0,20,0,20,0,0
6041,48.0,52.0,501.0,59.0,37.0,202009081700,202009081800,586.0,37.0,111.0,697.0,84,5,5,0,0,71,0,7,0,0
6042,48.0,43.0,259.0,59.0,30.0,202009081800,202009081900,337.0,30.0,102.0,439.0,77,7,6,0,0,58,0,9,0,0
6043,48.0,32.0,11.0,59.0,27.0,202009081900,202009082000,86.0,27.0,91.0,177.0,49,15,15,0,0,6,0,18,0,0
6044,48.0,31.0,0.0,58.0,22.0,202009082000,202009082100,70.0,22.0,89.0,159.0,44,14,13,0,0,0,0,19,0,0
6045,47.0,32.0,0.0,58.0,18.0,202009082100,202009082200,65.0,18.0,90.0,155.0,42,12,11,0,0,0,0,20,0,0
6046,47.0,32.0,0.0,57.0,19.0,202009082200,202009082300,66.0,19.0,89.0,155.0,43,12,12,0,0,0,0,20,0,0
6047,47.0,32.0,0.0,57.0,20.0,202009082300,202009090000,67.0,20.0,89.0,156.0,43,13,12,0,0,0,0,20,0,0
6048,47.0,32.0,0.0,57.0,20.0,202009090000,202009090100,67.0,20.0,89.0,156.0,43,13,12,0,0,0,0,20,0,0
6049,47.0,36.0,0.0,57.0,16.0,202009090100,202009090200,63.0,16.0,93.0,156.0,40,10,10,0,0,0,0,23,0,0
6050,47.0,56.0,0.0,57.0,14.0,202009090200,202009090300,61.0,14.0,113.0,174.0,35,8,8,0,0,0,0,32,0,0
6051,47.0,122.0,3.0,58.0,10.0,202009090300,202009090400,60.0,10.0,180.0,240.0,25,4,4,0,0,1,0,50,0,0
6052,47.0,208.0,214.0,58.0,8.0,202009090400,202009090500,269.0,8.0,266.0,535.0,50,1,1,0,0,40,0,38,0,0
6053,47.0,326.0,416.0,58.0,6.0,202009090500,202009090600,469.0,6.0,384.0,853.0,55,1,0,0,0,48,0,38,0,0
6054,48.0,433.0,289.0,58.0,10.0,202009090600,202009090700,347.0,10.0,491.0,838.0,41,1,1,0,0,34,0,51,0,0
6055,48.0,433.0,427.0,58.0,24.0,202009090700,202009090800,499.0,24.0,491.0,990.0,50,2,2,0,0,43,0,43,0,0
6056,48.0,432.0,398.0,58.0,36.0,202009090800,202009090900,482.0,36.0,490.0,972.0,50,4,3,0,0,40,0,44,0,0
6057,48.0,434.0,381.0,58.0,44.0,202009090900,202009091000,473.0,44.0,492.0,965.0,49,5,4,0,0,39,0,44,0,0
6058,48.0,437.0,447.0,58.0,47.0,202009091000,202009091100,542.0,47.0,495.0,1037.0,52,5,4,0,0,43,0,42,0,0
6059,48.0,435.0,365.0,58.0,49.0,202009091100,202009091200,462.0,49.0,493.0,955.0,48,5,5,0,0,38,0,45,0,0
6060,47.0,435.0,6.0,57.0,47.0,202009091200,202009091300,100.0,47.0,492.0,592.0,17,8,7,0,0,1,0,73,0,0
6061,47.0,434.0,0.0,57.0,45.0,202009091300,202009091400,92.0,45.0,491.0,583.0,16,8,7,0,0,0,0,74,0,0
